subject,teacher_id,room_id,day,slot,confidence
math,T480,A-CR-021,Sun,1,0.5
arabic,T488,A-CR-022,Sun,1,0.5
math,T480,A-CR-011,Sun,2,0.5
computer,T023,A-CR-043,Sun,5,0.5
history,T279,A-CR-044,Sun,5,0.5
math,T480,A-CR-013,Sun,6,0.5
arabic,T488,A-CR-014,Sun,6,0.5
history,T279,A-CR-015,Sun,6,0.5
math,T236,A-CR-069,Sun,6,0.5
arabic,T336,A-CR-012,Sun,7,0.5
arabic,T146,A-CR-031,Sun,7,0.5
math,T480,A-CR-021,Mon,1,0.5
arabic,T488,A-CR-022,Mon,1,0.5
math,T480,A-CR-013,Mon,2,0.5
islamic,T075,A-CR-030,Mon,5,0.5
social,T133,A-CR-031,Mon,5,0.5
geography,T281,A-CR-032,Mon,5,0.5
math,T236,A-CR-048,Mon,6,0.5
arabic,T336,A-CR-049,Mon,6,0.5
arabic,T488,A-CR-002,Mon,7,0.5
arabic,T146,A-CR-022,Mon,7,0.5
math,T480,A-CR-020,Tue,1,0.5
math,T480,A-CR-013,Tue,2,0.5
islamic,T075,A-CR-022,Tue,5,0.5
islamic,T422,A-CR-081,Tue,5,0.5
islamic,T432,A-CR-082,Tue,5,0.5
social,T293,A-CR-083,Tue,5,0.5
history,T093,A-CR-084,Tue,5,0.5
geography,T104,A-CR-085,Tue,5,0.5
math,T071,A-CR-040,Tue,6,0.5
math,T194,A-CR-041,Tue,6,0.5
math,T236,A-CR-042,Tue,6,0.5
arabic,T336,A-CR-043,Tue,6,0.5
arabic,T146,A-CR-012,Tue,7,0.5
arabic,T488,A-CR-021,Wed,1,0.5
library,T013,A-LIB-01,Wed,1,0.5
math,T480,A-CR-016,Wed,2,0.5
pe,T005,A-PG-02,Wed,3,0.5
islamic,T075,A-CR-024,Wed,5,0.5
islamic,T422,A-CR-074,Wed,5,0.5
history,T093,A-CR-075,Wed,5,0.5
geography,T104,A-CR-076,Wed,5,0.5
math,T071,A-CR-037,Wed,6,0.5
math,T194,A-CR-038,Wed,6,0.5
math,T236,A-CR-039,Wed,6,0.5
arabic,T336,A-CR-040,Wed,6,0.5
arabic,T146,A-CR-055,Thu,1,0.5
math,T480,A-CR-006,Thu,2,0.5
islamic,T075,A-CR-012,Thu,5,0.5
geography,T281,A-CR-013,Thu,5,0.5
islamic,T422,A-CR-051,Thu,5,0.5
math,T071,A-CR-028,Thu,6,0.5
arabic,T336,A-CR-029,Thu,6,0.5
arabic,T146,A-CR-005,Thu,7,0.5
