subject,teacher_id,room_id,day,slot,confidence
math,T209,B-CR-057,Sun,1,0.5
arabic,T330,B-CR-058,Sun,1,0.5
math,T209,B-CR-062,Sun,2,0.5
english,T322,B-CR-063,Sun,2,0.5
math,T209,B-CR-010,Sun,3,0.5
math,T356,B-CR-040,Sun,3,0.5
math,T173,B-CR-068,Sun,3,0.5
math,T178,B-CR-069,Sun,3,0.5
music,T036,B-CR-036,Sun,7,0.5
math,T353,B-CR-022,Sun,8,0.5
math,T173,B-CR-060,Sun,8,0.5
art,T026,B-CR-061,Sun,8,0.5
arabic,T330,B-CR-058,Mon,1,0.5
math,T209,B-CR-060,Mon,2,0.5
english,T322,B-CR-061,Mon,2,0.5
math,T209,B-CR-007,Mon,3,0.5
math,T173,B-CR-064,Mon,3,0.5
islamic,T337,B-CR-021,Mon,6,0.5
english,T322,B-CR-035,Mon,7,0.5
art,T022,B-CR-036,Mon,7,0.5
math,T353,B-CR-019,Mon,8,0.5
french,T008,B-CR-020,Mon,8,0.5
arabic,T330,B-CR-055,Tue,1,0.5
math,T209,B-CR-058,Tue,2,0.5
english,T322,B-CR-059,Tue,2,0.5
math,T209,B-CR-003,Tue,3,0.5
math,T353,B-CR-026,Tue,3,0.5
math,T173,B-CR-060,Tue,3,0.5
pe,T016,B-PG-04,Tue,4,0.5
geography,T186,B-CR-060,Tue,5,0.5
computer,T026,B-CR-061,Tue,5,0.5
social,T239,B-CR-062,Tue,5,0.5
islamic,T337,B-CR-018,Tue,6,0.5
english,T322,B-CR-031,Tue,7,0.5
math,T353,B-CR-017,Tue,8,0.5
music,T036,B-CR-018,Tue,8,0.5
math,T173,B-CR-059,Tue,8,0.5
arabic,T330,B-CR-054,Wed,1,0.5
math,T209,B-CR-059,Wed,2,0.5
english,T322,B-CR-060,Wed,2,0.5
math,T353,B-CR-023,Wed,3,0.5
math,T173,B-CR-056,Wed,3,0.5
computer,T030,B-CR-008,Wed,4,0.5
islamic,T337,B-CR-041,Wed,5,0.5
history,T193,B-CR-042,Wed,5,0.5
geography,T186,B-CR-043,Wed,5,0.5
english,T322,B-CR-026,Wed,7,0.5
math,T353,B-CR-008,Wed,8,0.5
art,T022,B-CR-009,Wed,8,0.5
math,T209,B-CR-045,Thu,2,0.5
english,T322,B-CR-046,Thu,2,0.5
math,T353,B-CR-024,Thu,3,0.5
math,T173,B-CR-049,Thu,3,0.5
chinese,T032,B-CR-008,Thu,4,0.5
islamic,T337,B-CR-024,Thu,5,0.5
history,T193,B-CR-025,Thu,5,0.5
french,T010,B-CR-016,Thu,6,0.5
english,T322,B-CR-020,Thu,7,0.5
math,T353,B-CR-009,Thu,8,0.5
math,T173,B-CR-049,Thu,8,0.5
