subject,teacher_id,room_id,day,slot,confidence
arabic,T299,A-CR-032,Sun,1,0.5
math,T496,A-CR-016,Sun,2,0.5
islamic,T310,A-CR-058,Sun,5,0.5
history,T302,A-CR-059,Sun,5,0.5
geography,T307,A-CR-060,Sun,5,0.5
math,T496,A-CR-022,Sun,6,0.5
math,T154,A-CR-087,Sun,6,0.5
arabic,T400,A-CR-088,Sun,6,0.5
social,T317,A-CR-089,Sun,6,0.5
geography,T124,A-CR-090,Sun,6,0.5
arabic,T400,A-CR-015,Sun,7,0.5
arabic,T299,A-CR-037,Sun,7,0.5
arabic,T310,A-CR-038,Sun,7,0.5
arabic,T299,A-CR-030,Mon,1,0.5
math,T496,A-CR-020,Mon,2,0.5
islamic,T310,A-CR-048,Mon,5,0.5
social,T211,A-CR-049,Mon,5,0.5
history,T302,A-CR-050,Mon,5,0.5
geography,T307,A-CR-051,Mon,5,0.5
math,T496,A-CR-014,Mon,6,0.5
arabic,T299,A-CR-015,Mon,6,0.5
math,T154,A-CR-062,Mon,6,0.5
math,T480,A-CR-063,Mon,6,0.5
arabic,T400,A-CR-064,Mon,6,0.5
history,T120,A-CR-065,Mon,6,0.5
arabic,T299,A-CR-027,Mon,7,0.5
arabic,T299,A-CR-031,Tue,1,0.5
islamic,T310,A-CR-035,Tue,5,0.5
math,T496,A-CR-013,Tue,6,0.5
math,T480,A-CR-053,Tue,6,0.5
arabic,T299,A-CR-015,Tue,7,0.5
math,T496,A-CR-031,Wed,1,0.5
math,T496,A-CR-023,Wed,2,0.5
pe,T017,A-PG-03,Wed,4,0.5
math,T496,A-CR-012,Wed,6,0.5
math,T101,A-CR-048,Wed,6,0.5
math,T358,A-CR-049,Wed,6,0.5
arabic,T400,A-CR-050,Wed,6,0.5
math,T496,A-CR-024,Thu,1,0.5
arabic,T299,A-CR-025,Thu,1,0.5
islamic,T310,A-CR-018,Thu,5,0.5
islamic,T486,A-CR-073,Thu,5,0.5
islamic,T488,A-CR-074,Thu,5,0.5
islamic,T159,A-CR-075,Thu,5,0.5
islamic,T228,A-CR-076,Thu,5,0.5
history,T120,A-CR-077,Thu,5,0.5
geography,T124,A-CR-078,Thu,5,0.5
math,T101,A-CR-036,Thu,6,0.5
math,T374,A-CR-037,Thu,6,0.5
math,T155,A-CR-038,Thu,6,0.5
arabic,T400,A-CR-039,Thu,6,0.5
arabic,T299,A-CR-010,Thu,7,0.5
