subject,teacher_id,room_id,day,slot,confidence
math,T134,B-CR-019,Sun,1,0.5
arabic,T078,B-CR-020,Sun,1,0.5
math,T253,B-CR-079,Sun,1,0.5
arabic,T420,B-CR-080,Sun,1,0.5
math,T134,B-CR-018,Sun,2,0.5
math,T253,B-CR-016,Sun,3,0.5
math,T445,B-CR-053,Sun,3,0.5
islamic,T086,B-CR-033,Sun,5,0.5
history,T105,B-CR-034,Sun,5,0.5
geography,T109,B-CR-035,Sun,5,0.5
social,T108,B-CR-036,Sun,5,0.5
science,T127,B-LAB-03,Sun,6,0.5
arabic,T420,B-CR-053,Sun,6,0.5
history,T298,B-CR-054,Sun,6,0.5
geography,T312,B-CR-055,Sun,6,0.5
english,T073,B-CR-008,Sun,7,0.5
english,T243,B-CR-053,Sun,7,0.5
english,T462,B-CR-054,Sun,7,0.5
science,T127,B-LAB-01,Sun,8,0.5
math,T445,B-CR-035,Sun,8,0.5
math,T134,B-CR-018,Mon,1,0.5
arabic,T078,B-CR-019,Mon,1,0.5
math,T253,B-CR-080,Mon,1,0.5
math,T134,B-CR-020,Mon,2,0.5
english,T073,B-CR-021,Mon,2,0.5
math,T253,B-CR-010,Mon,3,0.5
math,T445,B-CR-044,Mon,3,0.5
computer,T024,B-CR-003,Mon,4,0.5
islamic,T086,B-CR-023,Mon,5,0.5
history,T105,B-CR-024,Mon,5,0.5
geography,T109,B-CR-025,Mon,5,0.5
science,T127,B-LAB-02,Mon,6,0.5
french,T008,B-CR-012,Mon,6,0.5
art,T020,B-CR-013,Mon,6,0.5
islamic,T435,B-CR-032,Mon,6,0.5
history,T298,B-CR-033,Mon,6,0.5
computer,T024,B-CR-034,Mon,6,0.5
english,T073,B-CR-009,Mon,7,0.5
english,T243,B-CR-058,Mon,7,0.5
science,T127,B-LAB-02,Mon,8,0.5
music,T034,B-CR-002,Mon,8,0.5
math,T445,B-CR-035,Mon,8,0.5
math,T134,B-CR-016,Tue,1,0.5
math,T253,B-CR-079,Tue,1,0.5
arabic,T420,B-CR-080,Tue,1,0.5
math,T134,B-CR-016,Tue,2,0.5
english,T073,B-CR-017,Tue,2,0.5
english,T145,B-CR-018,Tue,2,0.5
science,T127,B-LAB-04,Tue,3,0.5
pe,T004,B-PG-02,Tue,3,0.5
math,T253,B-CR-005,Tue,3,0.5
math,T445,B-CR-041,Tue,3,0.5
islamic,T086,B-CR-013,Tue,5,0.5
music,T034,B-CR-005,Tue,6,0.5
islamic,T435,B-CR-023,Tue,6,0.5
english,T073,B-CR-010,Tue,7,0.5
english,T243,B-CR-055,Tue,7,0.5
english,T462,B-CR-056,Tue,7,0.5
french,T008,B-CR-057,Tue,7,0.5
math,T445,B-CR-033,Tue,8,0.5
arabic,T078,B-CR-017,Wed,1,0.5
math,T253,B-CR-078,Wed,1,0.5
arabic,T420,B-CR-079,Wed,1,0.5
math,T134,B-CR-017,Wed,2,0.5
english,T073,B-CR-018,Wed,2,0.5
math,T445,B-CR-035,Wed,3,0.5
science,T127,B-LAB-01,Wed,6,0.5
chinese,T032,B-CR-003,Wed,6,0.5
islamic,T435,B-CR-016,Wed,6,0.5
english,T073,B-CR-009,Wed,7,0.5
english,T243,B-CR-047,Wed,7,0.5
art,T020,B-CR-048,Wed,7,0.5
art,T028,B-CR-062,Wed,7,0.5
math,T445,B-CR-026,Wed,8,0.5
math,T134,B-CR-012,Thu,1,0.5
arabic,T078,B-CR-013,Thu,1,0.5
math,T253,B-CR-056,Thu,1,0.5
math,T134,B-CR-014,Thu,2,0.5
math,T253,B-CR-064,Thu,2,0.5
english,T243,B-CR-065,Thu,2,0.5
english,T462,B-CR-066,Thu,2,0.5
islamic,T086,B-CR-007,Thu,5,0.5
library,T002,B-LIB-01,Thu,5,0.5
islamic,T435,B-CR-064,Thu,5,0.5
geography,T312,B-CR-065,Thu,5,0.5
social,T332,B-CR-066,Thu,5,0.5
science,T127,B-LAB-01,Thu,6,0.5
english,T073,B-CR-005,Thu,7,0.5
english,T243,B-CR-040,Thu,7,0.5
math,T445,B-CR-026,Thu,8,0.5
