subject,teacher_id,room_id,day,slot,confidence
arabic,T383,A-CR-063,Sun,2,0.5
islamic,T435,A-CR-064,Sun,2,0.5
english,T062,A-CR-046,Sun,3,0.5
english,T147,A-CR-047,Sun,3,0.5
islamic,T063,A-CR-051,Sun,4,0.5
social,T460,A-CR-052,Sun,4,0.5
islamic,T208,A-CR-063,Sun,8,0.5
islamic,T435,A-CR-090,Mon,1,0.5
islamic,T435,A-CR-057,Mon,2,0.5
arabic,T383,A-CR-042,Mon,3,0.5
english,T062,A-CR-043,Mon,3,0.5
english,T147,A-CR-044,Mon,3,0.5
islamic,T063,A-CR-032,Mon,4,0.5
arabic,T182,A-CR-063,Mon,7,0.5
islamic,T063,A-CR-012,Mon,8,0.5
islamic,T435,A-CR-078,Tue,1,0.5
social,T048,A-CR-079,Tue,1,0.5
arabic,T383,A-CR-056,Tue,2,0.5
islamic,T435,A-CR-057,Tue,2,0.5
english,T062,A-CR-040,Tue,3,0.5
english,T147,A-CR-041,Tue,3,0.5
islamic,T063,A-CR-032,Tue,4,0.5
arabic,T182,A-CR-049,Tue,7,0.5
arabic,T208,A-CR-050,Tue,7,0.5
islamic,T185,A-CR-034,Tue,8,0.5
islamic,T319,A-CR-035,Tue,8,0.5
islamic,T435,A-CR-081,Wed,1,0.5
arabic,T383,A-CR-063,Wed,2,0.5
english,T062,A-CR-033,Wed,3,0.5
english,T147,A-CR-034,Wed,3,0.5
islamic,T063,A-CR-023,Wed,4,0.5
arabic,T182,A-CR-048,Wed,7,0.5
islamic,T185,A-CR-006,Wed,8,0.5
arabic,T383,A-CR-047,Thu,2,0.5
english,T062,A-CR-029,Thu,3,0.5
islamic,T208,A-CR-083,Thu,4,0.5
social,T378,A-CR-084,Thu,4,0.5
arabic,T182,A-CR-052,Thu,7,0.5
islamic,T063,A-CR-005,Thu,8,0.5
islamic,T313,A-CR-008,Thu,8,0.5
