subject,teacher_id,room_id,day,slot,confidence
arabic,T373,A-CR-059,Sun,2,0.5
islamic,T047,A-CR-060,Sun,2,0.5
arabic,T373,A-CR-042,Sun,3,0.5
english,T377,A-CR-043,Sun,3,0.5
english,T388,A-CR-044,Sun,3,0.5
islamic,T436,A-CR-048,Sun,4,0.5
social,T425,A-CR-049,Sun,4,0.5
islamic,T436,A-CR-019,Sun,8,0.5
islamic,T232,A-CR-061,Sun,8,0.5
islamic,T288,A-CR-062,Sun,8,0.5
social,T477,A-CR-087,Mon,1,0.5
islamic,T047,A-CR-054,Mon,2,0.5
english,T371,A-CR-038,Mon,3,0.5
english,T388,A-CR-039,Mon,3,0.5
islamic,T436,A-CR-031,Mon,4,0.5
arabic,T443,A-CR-061,Mon,7,0.5
islamic,T047,A-CR-076,Tue,1,0.5
arabic,T373,A-CR-053,Tue,2,0.5
islamic,T047,A-CR-054,Tue,2,0.5
english,T371,A-CR-035,Tue,3,0.5
english,T377,A-CR-036,Tue,3,0.5
islamic,T436,A-CR-030,Tue,4,0.5
arabic,T443,A-CR-046,Tue,7,0.5
arabic,T373,A-CR-061,Wed,2,0.5
english,T371,A-CR-029,Wed,3,0.5
english,T377,A-CR-030,Wed,3,0.5
islamic,T436,A-CR-022,Wed,4,0.5
islamic,T232,A-CR-087,Wed,4,0.5
islamic,T288,A-CR-088,Wed,4,0.5
social,T360,A-CR-089,Wed,4,0.5
arabic,T443,A-CR-044,Wed,7,0.5
islamic,T047,A-CR-071,Thu,1,0.5
arabic,T373,A-CR-044,Thu,2,0.5
islamic,T047,A-CR-045,Thu,2,0.5
english,T371,A-CR-027,Thu,3,0.5
islamic,T436,A-CR-018,Thu,4,0.5
islamic,T232,A-CR-078,Thu,4,0.5
islamic,T288,A-CR-079,Thu,4,0.5
arabic,T443,A-CR-048,Thu,7,0.5
arabic,T065,A-CR-049,Thu,7,0.5
