subject,teacher_id,room_id,day,slot,confidence
arabic,T069,A-CR-079,Sun,3,0.5
islamic,T047,A-CR-080,Sun,3,0.5
islamic,T047,A-CR-003,Sun,4,0.5
social,T114,A-CR-083,Sun,4,0.5
islamic,T352,A-CR-063,Sun,7,0.5
social,T048,A-CR-085,Sun,7,0.5
arabic,T069,A-CR-088,Mon,2,0.5
social,T192,A-CR-089,Mon,2,0.5
arabic,T069,A-CR-065,Mon,3,0.5
islamic,T047,A-CR-066,Mon,3,0.5
islamic,T352,A-CR-069,Mon,7,0.5
arabic,T069,A-CR-088,Tue,2,0.5
islamic,T047,A-CR-060,Tue,3,0.5
islamic,T352,A-CR-059,Tue,7,0.5
islamic,T047,A-CR-052,Wed,3,0.5
islamic,T352,A-CR-042,Wed,4,0.5
islamic,T352,A-CR-061,Wed,7,0.5
arabic,T069,A-CR-075,Thu,2,0.5
islamic,T047,A-CR-046,Thu,3,0.5
islamic,T352,A-CR-036,Thu,4,0.5
