subject,teacher_id,room_id,day,slot,confidence
arabic,T349,B-CR-054,Sun,1,0.5
math,T346,B-CR-056,Sun,2,0.5
english,T441,B-CR-057,Sun,2,0.5
math,T155,B-CR-035,Sun,3,0.5
math,T154,B-CR-036,Sun,3,0.5
computer,T029,B-CR-010,Sun,4,0.5
islamic,T354,B-CR-024,Sun,6,0.5
english,T441,B-CR-029,Sun,7,0.5
french,T009,B-CR-030,Sun,7,0.5
music,T035,B-CR-031,Sun,7,0.5
math,T468,B-CR-056,Sun,8,0.5
math,T346,B-CR-052,Mon,1,0.5
arabic,T349,B-CR-053,Mon,1,0.5
math,T346,B-CR-054,Mon,2,0.5
english,T441,B-CR-055,Mon,2,0.5
math,T346,B-CR-006,Mon,3,0.5
math,T155,B-CR-024,Mon,3,0.5
math,T154,B-CR-025,Mon,3,0.5
pe,T015,B-PG-04,Mon,4,0.5
islamic,T354,B-CR-019,Mon,6,0.5
english,T441,B-CR-031,Mon,7,0.5
math,T155,B-CR-017,Mon,8,0.5
math,T468,B-CR-054,Mon,8,0.5
math,T480,B-CR-055,Mon,8,0.5
math,T346,B-CR-049,Tue,1,0.5
arabic,T349,B-CR-050,Tue,1,0.5
math,T346,B-CR-051,Tue,2,0.5
english,T441,B-CR-052,Tue,2,0.5
math,T155,B-CR-023,Tue,3,0.5
math,T154,B-CR-024,Tue,3,0.5
islamic,T354,B-CR-046,Tue,5,0.5
history,T281,B-CR-047,Tue,5,0.5
geography,T290,B-CR-048,Tue,5,0.5
computer,T023,B-CR-049,Tue,5,0.5
social,T277,B-CR-050,Tue,5,0.5
art,T027,B-CR-028,Tue,7,0.5
art,T021,B-CR-059,Tue,7,0.5
french,T009,B-CR-012,Tue,8,0.5
math,T467,B-CR-055,Tue,8,0.5
math,T468,B-CR-056,Tue,8,0.5
math,T346,B-CR-048,Wed,1,0.5
arabic,T349,B-CR-049,Wed,1,0.5
math,T346,B-CR-052,Wed,2,0.5
english,T441,B-CR-053,Wed,2,0.5
math,T155,B-CR-021,Wed,3,0.5
islamic,T354,B-CR-033,Wed,5,0.5
history,T281,B-CR-034,Wed,5,0.5
geography,T290,B-CR-035,Wed,5,0.5
english,T441,B-CR-024,Wed,7,0.5
math,T468,B-CR-047,Wed,8,0.5
math,T475,B-CR-048,Wed,8,0.5
math,T346,B-CR-034,Thu,1,0.5
english,T441,B-CR-041,Thu,2,0.5
math,T155,B-CR-020,Thu,3,0.5
english,T441,B-CR-018,Thu,7,0.5
music,T035,B-CR-005,Thu,8,0.5
math,T467,B-CR-044,Thu,8,0.5
math,T475,B-CR-045,Thu,8,0.5
art,T023,B-CR-046,Thu,8,0.5
