subject,teacher_id,room_id,day,slot,confidence
islamic,T435,A-CR-016,Sun,4,0.5
islamic,T373,A-CR-045,Sun,8,0.5
islamic,T435,A-CR-013,Mon,4,0.5
islamic,T373,A-CR-080,Mon,4,0.5
islamic,T393,A-CR-081,Mon,4,0.5
social,T152,A-CR-090,Mon,7,0.5
islamic,T435,A-CR-012,Tue,4,0.5
islamic,T373,A-CR-070,Tue,4,0.5
social,T239,A-CR-071,Tue,4,0.5
arabic,T319,A-CR-085,Wed,3,0.5
arabic,T436,A-CR-086,Wed,3,0.5
arabic,T457,A-CR-087,Wed,3,0.5
islamic,T435,A-CR-088,Wed,3,0.5
social,T289,A-CR-089,Wed,3,0.5
islamic,T435,A-CR-007,Wed,4,0.5
islamic,T373,A-CR-055,Wed,4,0.5
arabic,T319,A-CR-073,Thu,3,0.5
arabic,T436,A-CR-074,Thu,3,0.5
islamic,T435,A-CR-075,Thu,3,0.5
islamic,T373,A-CR-052,Thu,4,0.5
