subject,teacher_id,room_id,day,slot,confidence
islamic,T354,A-CR-010,Sun,4,0.5
islamic,T159,A-CR-041,Sun,8,0.5
islamic,T354,A-CR-008,Mon,4,0.5
islamic,T189,A-CR-066,Mon,4,0.5
social,T293,A-CR-067,Mon,4,0.5
islamic,T159,A-CR-026,Mon,8,0.5
arabic,T335,A-CR-078,Tue,3,0.5
arabic,T344,A-CR-079,Tue,3,0.5
islamic,T354,A-CR-080,Tue,3,0.5
islamic,T354,A-CR-007,Tue,4,0.5
islamic,T159,A-CR-059,Tue,4,0.5
islamic,T189,A-CR-060,Tue,4,0.5
islamic,T159,A-CR-023,Tue,8,0.5
arabic,T335,A-CR-066,Wed,3,0.5
islamic,T354,A-CR-067,Wed,3,0.5
social,T277,A-CR-066,Wed,7,0.5
social,T343,A-CR-088,Thu,1,0.5
arabic,T335,A-CR-059,Thu,3,0.5
arabic,T344,A-CR-060,Thu,3,0.5
islamic,T354,A-CR-061,Thu,3,0.5
