subject,teacher_id,room_id,day,slot,confidence
arabic,T297,A-CR-056,Sun,2,0.5
islamic,T352,A-CR-057,Sun,2,0.5
english,T068,A-CR-036,Sun,3,0.5
english,T181,A-CR-037,Sun,3,0.5
english,T202,A-CR-038,Sun,3,0.5
islamic,T362,A-CR-044,Sun,4,0.5
social,T386,A-CR-045,Sun,4,0.5
arabic,T121,A-CR-055,Sun,7,0.5
arabic,T182,A-CR-056,Sun,7,0.5
islamic,T362,A-CR-017,Sun,8,0.5
islamic,T119,A-CR-058,Sun,8,0.5
social,T469,A-CR-084,Mon,1,0.5
islamic,T352,A-CR-052,Mon,2,0.5
arabic,T297,A-CR-032,Mon,3,0.5
english,T068,A-CR-033,Mon,3,0.5
english,T181,A-CR-034,Mon,3,0.5
islamic,T362,A-CR-029,Mon,4,0.5
arabic,T121,A-CR-059,Mon,7,0.5
islamic,T362,A-CR-011,Mon,8,0.5
islamic,T119,A-CR-039,Mon,8,0.5
islamic,T352,A-CR-074,Tue,1,0.5
arabic,T297,A-CR-049,Tue,2,0.5
islamic,T352,A-CR-050,Tue,2,0.5
english,T068,A-CR-032,Tue,3,0.5
islamic,T362,A-CR-028,Tue,4,0.5
islamic,T121,A-CR-031,Tue,8,0.5
islamic,T352,A-CR-078,Wed,1,0.5
arabic,T297,A-CR-059,Wed,2,0.5
english,T068,A-CR-027,Wed,3,0.5
islamic,T119,A-CR-083,Wed,4,0.5
islamic,T121,A-CR-084,Wed,4,0.5
social,T332,A-CR-085,Wed,4,0.5
arabic,T121,A-CR-042,Wed,7,0.5
islamic,T352,A-CR-069,Thu,1,0.5
arabic,T297,A-CR-043,Thu,2,0.5
english,T068,A-CR-023,Thu,3,0.5
english,T181,A-CR-024,Thu,3,0.5
islamic,T362,A-CR-016,Thu,4,0.5
islamic,T121,A-CR-077,Thu,4,0.5
arabic,T121,A-CR-046,Thu,7,0.5
