subject,teacher_id,room_id,day,slot,confidence
math,T356,A-CR-026,Sun,1,0.5
math,T149,A-CR-058,Sun,1,0.5
islamic,T410,A-CR-053,Sun,5,0.5
math,T356,A-CR-018,Sun,6,0.5
arabic,T406,A-CR-019,Sun,6,0.5
math,T140,A-CR-076,Sun,6,0.5
arabic,T330,A-CR-077,Sun,6,0.5
history,T216,A-CR-078,Sun,6,0.5
geography,T212,A-CR-079,Sun,6,0.5
arabic,T091,A-CR-033,Sun,7,0.5
math,T149,A-CR-056,Mon,1,0.5
math,T356,A-CR-016,Mon,2,0.5
islamic,T410,A-CR-041,Mon,5,0.5
social,T090,A-CR-042,Mon,5,0.5
arabic,T406,A-CR-012,Mon,6,0.5
math,T140,A-CR-054,Mon,6,0.5
arabic,T330,A-CR-055,Mon,6,0.5
history,T216,A-CR-056,Mon,6,0.5
geography,T212,A-CR-057,Mon,6,0.5
arabic,T091,A-CR-023,Mon,7,0.5
arabic,T119,A-CR-024,Mon,7,0.5
math,T356,A-CR-025,Tue,1,0.5
math,T149,A-CR-052,Tue,1,0.5
math,T356,A-CR-015,Tue,2,0.5
islamic,T410,A-CR-024,Tue,5,0.5
geography,T060,A-CR-025,Tue,5,0.5
arabic,T406,A-CR-010,Tue,6,0.5
math,T140,A-CR-048,Tue,6,0.5
arabic,T330,A-CR-049,Tue,6,0.5
math,T140,A-CR-001,Tue,8,0.5
math,T356,A-CR-026,Wed,1,0.5
math,T356,A-CR-019,Wed,2,0.5
islamic,T410,A-CR-025,Wed,5,0.5
history,T052,A-CR-026,Wed,5,0.5
geography,T060,A-CR-027,Wed,5,0.5
islamic,T452,A-CR-082,Wed,5,0.5
islamic,T135,A-CR-083,Wed,5,0.5
social,T268,A-CR-084,Wed,5,0.5
math,T356,A-CR-008,Wed,6,0.5
arabic,T406,A-CR-009,Wed,6,0.5
math,T140,A-CR-045,Wed,6,0.5
math,T356,A-CR-020,Thu,1,0.5
arabic,T406,A-CR-021,Thu,1,0.5
arabic,T330,A-CR-044,Thu,1,0.5
arabic,T119,A-CR-056,Thu,1,0.5
pe,T014,A-PG-01,Thu,4,0.5
history,T052,A-CR-016,Thu,5,0.5
islamic,T452,A-CR-058,Thu,5,0.5
islamic,T463,A-CR-059,Thu,5,0.5
math,T140,A-CR-032,Thu,6,0.5
arabic,T330,A-CR-033,Thu,6,0.5
arabic,T091,A-CR-007,Thu,7,0.5
