subject,teacher_id,room_id,day,slot,confidence
math,T196,B-CR-043,Sun,1,0.5
arabic,T232,B-CR-044,Sun,1,0.5
math,T196,B-CR-043,Sun,2,0.5
english,T258,B-CR-044,Sun,2,0.5
math,T320,B-CR-029,Sun,3,0.5
math,T049,B-CR-063,Sun,3,0.5
islamic,T288,B-CR-080,Sun,5,0.5
english,T258,B-CR-019,Sun,7,0.5
art,T022,B-CR-020,Sun,7,0.5
music,T036,B-CR-011,Sun,8,0.5
math,T049,B-CR-048,Sun,8,0.5
art,T028,B-CR-049,Sun,8,0.5
math,T196,B-CR-041,Mon,1,0.5
arabic,T232,B-CR-042,Mon,1,0.5
math,T196,B-CR-043,Mon,2,0.5
english,T258,B-CR-044,Mon,2,0.5
math,T196,B-CR-004,Mon,3,0.5
math,T320,B-CR-018,Mon,3,0.5
math,T049,B-CR-055,Mon,3,0.5
chinese,T032,B-CR-005,Mon,4,0.5
islamic,T288,B-CR-060,Mon,5,0.5
history,T165,B-CR-061,Mon,5,0.5
social,T192,B-CR-062,Mon,5,0.5
english,T258,B-CR-023,Mon,7,0.5
math,T320,B-CR-011,Mon,8,0.5
math,T049,B-CR-048,Mon,8,0.5
math,T196,B-CR-039,Tue,1,0.5
arabic,T232,B-CR-040,Tue,1,0.5
english,T258,B-CR-042,Tue,2,0.5
math,T320,B-CR-017,Tue,3,0.5
math,T049,B-CR-055,Tue,3,0.5
islamic,T288,B-CR-029,Tue,5,0.5
geography,T160,B-CR-030,Tue,5,0.5
arabic,T098,B-CR-079,Tue,6,0.5
islamic,T119,B-CR-080,Tue,6,0.5
english,T258,B-CR-020,Tue,7,0.5
art,T022,B-CR-006,Tue,8,0.5
math,T049,B-CR-047,Tue,8,0.5
math,T196,B-CR-038,Wed,1,0.5
arabic,T232,B-CR-039,Wed,1,0.5
english,T258,B-CR-042,Wed,2,0.5
math,T320,B-CR-016,Wed,3,0.5
math,T049,B-CR-049,Wed,3,0.5
islamic,T288,B-CR-022,Wed,5,0.5
history,T165,B-CR-023,Wed,5,0.5
geography,T160,B-CR-024,Wed,5,0.5
french,T010,B-CR-013,Wed,6,0.5
math,T320,B-CR-049,Wed,6,0.5
arabic,T098,B-CR-050,Wed,6,0.5
islamic,T119,B-CR-051,Wed,6,0.5
islamic,T121,B-CR-052,Wed,6,0.5
history,T415,B-CR-053,Wed,6,0.5
geography,T426,B-CR-054,Wed,6,0.5
computer,T026,B-CR-055,Wed,6,0.5
french,T010,B-CR-002,Wed,8,0.5
math,T049,B-CR-041,Wed,8,0.5
math,T196,B-CR-027,Thu,1,0.5
math,T320,B-CR-075,Thu,1,0.5
arabic,T098,B-CR-076,Thu,1,0.5
english,T258,B-CR-033,Thu,2,0.5
math,T196,B-CR-003,Thu,3,0.5
pe,T002,B-PG-04,Thu,3,0.5
math,T320,B-CR-014,Thu,3,0.5
computer,T026,B-CR-005,Thu,4,0.5
music,T036,B-CR-010,Thu,6,0.5
math,T320,B-CR-036,Thu,6,0.5
arabic,T098,B-CR-037,Thu,6,0.5
islamic,T119,B-CR-038,Thu,6,0.5
history,T415,B-CR-039,Thu,6,0.5
geography,T426,B-CR-040,Thu,6,0.5
social,T425,B-CR-041,Thu,6,0.5
english,T258,B-CR-012,Thu,7,0.5
math,T049,B-CR-037,Thu,8,0.5
