subject,teacher_id,room_id,day,slot,confidence
math,T173,B-CR-023,Sun,1,0.5
arabic,T119,B-CR-024,Sun,1,0.5
math,T173,B-CR-020,Sun,2,0.5
english,T157,B-CR-021,Sun,2,0.5
math,T278,B-CR-018,Sun,3,0.5
islamic,T121,B-CR-040,Sun,5,0.5
history,T117,B-CR-041,Sun,5,0.5
geography,T118,B-CR-042,Sun,5,0.5
social,T114,B-CR-043,Sun,5,0.5
math,T278,B-CR-060,Sun,6,0.5
arabic,T452,B-CR-061,Sun,6,0.5
islamic,T448,B-CR-062,Sun,6,0.5
computer,T028,B-CR-063,Sun,6,0.5
social,T360,B-CR-064,Sun,6,0.5
english,T157,B-CR-010,Sun,7,0.5
science,T151,B-LAB-03,Sun,8,0.5
math,T173,B-CR-021,Mon,1,0.5
arabic,T119,B-CR-022,Mon,1,0.5
math,T173,B-CR-023,Mon,2,0.5
english,T157,B-CR-024,Mon,2,0.5
library,T016,B-LIB-01,Mon,2,0.5
math,T356,B-CR-046,Mon,3,0.5
math,T402,B-CR-047,Mon,3,0.5
islamic,T121,B-CR-029,Mon,5,0.5
history,T117,B-CR-030,Mon,5,0.5
geography,T118,B-CR-031,Mon,5,0.5
chinese,T032,B-CR-032,Mon,5,0.5
science,T151,B-LAB-03,Mon,6,0.5
science,T162,B-LAB-04,Mon,6,0.5
art,T030,B-CR-016,Mon,6,0.5
music,T038,B-CR-017,Mon,6,0.5
math,T278,B-CR-038,Mon,6,0.5
arabic,T452,B-CR-039,Mon,6,0.5
islamic,T448,B-CR-040,Mon,6,0.5
history,T338,B-CR-041,Mon,6,0.5
geography,T339,B-CR-042,Mon,6,0.5
english,T157,B-CR-011,Mon,7,0.5
science,T151,B-LAB-04,Mon,8,0.5
math,T356,B-CR-037,Mon,8,0.5
math,T173,B-CR-019,Tue,1,0.5
arabic,T119,B-CR-020,Tue,1,0.5
math,T173,B-CR-020,Tue,2,0.5
english,T157,B-CR-021,Tue,2,0.5
math,T278,B-CR-007,Tue,3,0.5
math,T356,B-CR-043,Tue,3,0.5
math,T402,B-CR-044,Tue,3,0.5
computer,T028,B-CR-004,Tue,4,0.5
islamic,T121,B-CR-016,Tue,5,0.5
islamic,T448,B-CR-026,Tue,6,0.5
english,T157,B-CR-012,Tue,7,0.5
science,T151,B-LAB-01,Tue,8,0.5
french,T012,B-CR-001,Tue,8,0.5
math,T356,B-CR-035,Tue,8,0.5
math,T173,B-CR-020,Wed,1,0.5
arabic,T119,B-CR-021,Wed,1,0.5
math,T173,B-CR-021,Wed,2,0.5
english,T157,B-CR-022,Wed,2,0.5
pe,T018,B-PG-01,Wed,3,0.5
math,T278,B-CR-005,Wed,3,0.5
math,T356,B-CR-037,Wed,3,0.5
islamic,T121,B-CR-011,Wed,5,0.5
science,T151,B-LAB-03,Wed,6,0.5
math,T278,B-CR-019,Wed,6,0.5
english,T157,B-CR-011,Wed,7,0.5
english,T462,B-CR-051,Wed,7,0.5
english,T181,B-CR-052,Wed,7,0.5
english,T421,B-CR-053,Wed,7,0.5
art,T030,B-CR-054,Wed,7,0.5
music,T038,B-CR-055,Wed,7,0.5
art,T026,B-CR-063,Wed,7,0.5
science,T151,B-LAB-01,Wed,8,0.5
math,T356,B-CR-028,Wed,8,0.5
math,T173,B-CR-016,Thu,1,0.5
math,T278,B-CR-059,Thu,1,0.5
arabic,T457,B-CR-060,Thu,1,0.5
english,T157,B-CR-016,Thu,2,0.5
math,T278,B-CR-070,Thu,2,0.5
math,T278,B-CR-005,Thu,3,0.5
islamic,T448,B-CR-071,Thu,5,0.5
history,T338,B-CR-072,Thu,5,0.5
geography,T339,B-CR-073,Thu,5,0.5
french,T012,B-CR-002,Thu,6,0.5
arabic,T452,B-CR-017,Thu,6,0.5
english,T462,B-CR-044,Thu,7,0.5
english,T181,B-CR-045,Thu,7,0.5
english,T421,B-CR-046,Thu,7,0.5
english,T044,B-CR-047,Thu,7,0.5
english,T062,B-CR-048,Thu,7,0.5
english,T147,B-CR-049,Thu,7,0.5
math,T356,B-CR-028,Thu,8,0.5
