subject,teacher_id,room_id,day,slot,confidence
arabic,T085,A-CR-077,Sun,2,0.5
islamic,T158,A-CR-078,Sun,2,0.5
arabic,T085,A-CR-062,Sun,3,0.5
islamic,T158,A-CR-063,Sun,3,0.5
islamic,T349,A-CR-064,Sun,4,0.5
social,T224,A-CR-065,Sun,4,0.5
social,T083,A-CR-077,Sun,7,0.5
islamic,T349,A-CR-027,Sun,8,0.5
arabic,T085,A-CR-072,Mon,2,0.5
islamic,T158,A-CR-073,Mon,2,0.5
islamic,T349,A-CR-019,Mon,8,0.5
arabic,T085,A-CR-071,Tue,2,0.5
islamic,T158,A-CR-072,Tue,2,0.5
islamic,T349,A-CR-018,Tue,8,0.5
islamic,T158,A-CR-076,Wed,2,0.5
islamic,T349,A-CR-031,Wed,4,0.5
social,T264,A-CR-076,Thu,1,0.5
arabic,T085,A-CR-058,Thu,2,0.5
islamic,T158,A-CR-059,Thu,2,0.5
islamic,T349,A-CR-027,Thu,4,0.5
