subject,teacher_id,room_id,day,slot,confidence
math,T468,A-CR-037,Sun,1,0.5
arabic,T088,A-CR-038,Sun,1,0.5
math,T468,A-CR-019,Sun,2,0.5
islamic,T146,A-CR-066,Sun,5,0.5
math,T468,A-CR-024,Sun,6,0.5
arabic,T088,A-CR-025,Sun,6,0.5
arabic,T088,A-CR-004,Sun,7,0.5
arabic,T046,A-CR-016,Sun,7,0.5
arabic,T486,A-CR-040,Sun,7,0.5
math,T468,A-CR-034,Mon,1,0.5
arabic,T088,A-CR-035,Mon,1,0.5
arabic,T046,A-CR-064,Mon,1,0.5
math,T468,A-CR-022,Mon,2,0.5
islamic,T146,A-CR-061,Mon,5,0.5
history,T401,A-CR-062,Mon,5,0.5
geography,T409,A-CR-063,Mon,5,0.5
geography,T199,A-CR-073,Mon,6,0.5
arabic,T466,A-CR-029,Mon,7,0.5
arabic,T486,A-CR-030,Mon,7,0.5
arabic,T046,A-CR-059,Tue,1,0.5
math,T468,A-CR-018,Tue,2,0.5
islamic,T146,A-CR-038,Tue,5,0.5
social,T238,A-CR-039,Tue,5,0.5
history,T401,A-CR-040,Tue,5,0.5
geography,T409,A-CR-041,Tue,5,0.5
arabic,T088,A-CR-015,Tue,6,0.5
history,T191,A-CR-055,Tue,6,0.5
geography,T199,A-CR-056,Tue,6,0.5
arabic,T466,A-CR-018,Tue,7,0.5
math,T468,A-CR-034,Wed,1,0.5
arabic,T046,A-CR-062,Wed,1,0.5
math,T468,A-CR-026,Wed,2,0.5
islamic,T146,A-CR-036,Wed,5,0.5
history,T191,A-CR-054,Wed,6,0.5
pe,T005,A-PG-03,Thu,3,0.5
social,T343,A-CR-088,Thu,5,0.5
math,T468,A-CR-011,Thu,6,0.5
arabic,T046,A-CR-044,Thu,6,0.5
arabic,T466,A-CR-013,Thu,7,0.5
