subject,teacher_id,room_id,day,slot,confidence
islamic,T053,A-CR-086,Sun,1,0.5
social,T389,A-CR-087,Sun,1,0.5
arabic,T362,A-CR-051,Sun,2,0.5
islamic,T053,A-CR-052,Sun,2,0.5
arabic,T362,A-CR-031,Sun,3,0.5
english,T403,A-CR-032,Sun,3,0.5
islamic,T313,A-CR-040,Sun,4,0.5
islamic,T313,A-CR-014,Sun,8,0.5
islamic,T393,A-CR-054,Sun,8,0.5
islamic,T406,A-CR-055,Sun,8,0.5
islamic,T053,A-CR-081,Mon,1,0.5
english,T145,A-CR-026,Mon,3,0.5
english,T260,A-CR-027,Mon,3,0.5
islamic,T313,A-CR-025,Mon,4,0.5
social,T360,A-CR-026,Mon,4,0.5
islamic,T393,A-CR-038,Mon,8,0.5
islamic,T053,A-CR-071,Tue,1,0.5
arabic,T362,A-CR-046,Tue,2,0.5
arabic,T362,A-CR-025,Tue,3,0.5
english,T145,A-CR-026,Tue,3,0.5
english,T260,A-CR-027,Tue,3,0.5
islamic,T313,A-CR-025,Tue,4,0.5
arabic,T373,A-CR-041,Tue,7,0.5
arabic,T383,A-CR-042,Tue,7,0.5
islamic,T313,A-CR-015,Tue,8,0.5
islamic,T393,A-CR-030,Tue,8,0.5
islamic,T053,A-CR-075,Wed,1,0.5
arabic,T362,A-CR-056,Wed,2,0.5
english,T145,A-CR-022,Wed,3,0.5
english,T260,A-CR-023,Wed,3,0.5
islamic,T393,A-CR-079,Wed,4,0.5
arabic,T373,A-CR-039,Wed,7,0.5
islamic,T053,A-CR-065,Thu,1,0.5
english,T145,A-CR-017,Thu,3,0.5
english,T260,A-CR-018,Thu,3,0.5
islamic,T313,A-CR-013,Thu,4,0.5
islamic,T406,A-CR-073,Thu,4,0.5
social,T289,A-CR-074,Thu,4,0.5
arabic,T373,A-CR-041,Thu,7,0.5
arabic,T383,A-CR-042,Thu,7,0.5
