subject,teacher_id,room_id,day,slot,confidence
math,T427,A-CR-028,Sun,1,0.5
arabic,T436,A-CR-029,Sun,1,0.5
math,T285,A-CR-060,Sun,1,0.5
math,T427,A-CR-015,Sun,2,0.5
math,T285,A-CR-030,Sun,2,0.5
pe,T018,A-PG-02,Sun,4,0.5
islamic,T443,A-CR-055,Sun,5,0.5
islamic,T448,A-CR-056,Sun,5,0.5
math,T285,A-CR-083,Sun,6,0.5
arabic,T069,A-CR-084,Sun,6,0.5
history,T240,A-CR-085,Sun,6,0.5
arabic,T069,A-CR-014,Sun,7,0.5
arabic,T313,A-CR-036,Sun,7,0.5
math,T427,A-CR-027,Mon,1,0.5
arabic,T436,A-CR-028,Mon,1,0.5
math,T285,A-CR-058,Mon,1,0.5
arabic,T069,A-CR-059,Mon,1,0.5
math,T427,A-CR-018,Mon,2,0.5
social,T108,A-CR-045,Mon,5,0.5
geography,T234,A-CR-059,Mon,6,0.5
arabic,T313,A-CR-026,Mon,7,0.5
math,T427,A-CR-027,Tue,1,0.5
arabic,T436,A-CR-028,Tue,1,0.5
math,T285,A-CR-054,Tue,1,0.5
math,T285,A-CR-027,Tue,2,0.5
islamic,T443,A-CR-028,Tue,5,0.5
islamic,T448,A-CR-029,Tue,5,0.5
history,T097,A-CR-030,Tue,5,0.5
geography,T100,A-CR-031,Tue,5,0.5
arabic,T069,A-CR-002,Tue,7,0.5
arabic,T313,A-CR-014,Tue,7,0.5
math,T427,A-CR-028,Wed,1,0.5
arabic,T436,A-CR-029,Wed,1,0.5
math,T285,A-CR-057,Wed,1,0.5
arabic,T069,A-CR-058,Wed,1,0.5
math,T427,A-CR-021,Wed,2,0.5
math,T285,A-CR-037,Wed,2,0.5
history,T097,A-CR-030,Wed,5,0.5
geography,T100,A-CR-031,Wed,5,0.5
islamic,T404,A-CR-086,Wed,5,0.5
islamic,T406,A-CR-087,Wed,5,0.5
social,T289,A-CR-088,Wed,5,0.5
arabic,T436,A-CR-010,Wed,6,0.5
arabic,T313,A-CR-009,Wed,7,0.5
math,T427,A-CR-023,Thu,1,0.5
math,T427,A-CR-009,Thu,2,0.5
islamic,T406,A-CR-065,Thu,5,0.5
islamic,T420,A-CR-066,Thu,5,0.5
history,T240,A-CR-067,Thu,5,0.5
geography,T234,A-CR-068,Thu,5,0.5
math,T285,A-CR-035,Thu,6,0.5
arabic,T313,A-CR-009,Thu,7,0.5
