subject,teacher_id,room_id,day,slot,confidence
arabic,T376,A-CR-077,Sun,3,0.5
islamic,T404,A-CR-078,Sun,3,0.5
islamic,T125,A-CR-081,Sun,4,0.5
social,T112,A-CR-082,Sun,4,0.5
arabic,T376,A-CR-086,Mon,2,0.5
islamic,T404,A-CR-087,Mon,2,0.5
arabic,T376,A-CR-063,Mon,3,0.5
islamic,T404,A-CR-064,Mon,3,0.5
islamic,T125,A-CR-068,Mon,7,0.5
social,T491,A-CR-080,Mon,7,0.5
arabic,T376,A-CR-086,Tue,2,0.5
islamic,T404,A-CR-087,Tue,2,0.5
arabic,T376,A-CR-059,Tue,3,0.5
islamic,T125,A-CR-049,Tue,4,0.5
islamic,T125,A-CR-058,Tue,7,0.5
islamic,T404,A-CR-051,Wed,3,0.5
islamic,T125,A-CR-041,Wed,4,0.5
social,T171,A-CR-080,Thu,1,0.5
islamic,T404,A-CR-074,Thu,2,0.5
islamic,T125,A-CR-067,Thu,7,0.5
