subject,teacher_id,room_id,day,slot,confidence
arabic,T269,A-CR-081,Sun,2,0.5
islamic,T292,A-CR-082,Sun,2,0.5
islamic,T292,A-CR-065,Sun,3,0.5
islamic,T395,A-CR-066,Sun,4,0.5
social,T238,A-CR-067,Sun,4,0.5
islamic,T395,A-CR-029,Sun,8,0.5
arabic,T269,A-CR-076,Mon,2,0.5
islamic,T292,A-CR-077,Mon,2,0.5
islamic,T292,A-CR-053,Mon,3,0.5
islamic,T395,A-CR-040,Mon,4,0.5
social,T133,A-CR-077,Mon,7,0.5
islamic,T395,A-CR-021,Mon,8,0.5
arabic,T269,A-CR-074,Tue,2,0.5
islamic,T292,A-CR-049,Tue,3,0.5
social,T277,A-CR-086,Wed,1,0.5
arabic,T269,A-CR-079,Wed,2,0.5
islamic,T292,A-CR-080,Wed,2,0.5
islamic,T395,A-CR-033,Wed,4,0.5
arabic,T269,A-CR-062,Thu,2,0.5
islamic,T395,A-CR-029,Thu,4,0.5
