subject,teacher_id,room_id,day,slot,confidence
islamic,T146,A-CR-009,Sun,4,0.5
islamic,T084,A-CR-067,Sun,7,0.5
arabic,T384,A-CR-085,Mon,3,0.5
arabic,T046,A-CR-086,Mon,3,0.5
islamic,T146,A-CR-087,Mon,3,0.5
islamic,T085,A-CR-064,Mon,4,0.5
social,T287,A-CR-065,Mon,4,0.5
social,T272,A-CR-085,Mon,7,0.5
arabic,T384,A-CR-077,Tue,3,0.5
islamic,T146,A-CR-006,Tue,4,0.5
islamic,T084,A-CR-057,Tue,4,0.5
islamic,T085,A-CR-058,Tue,4,0.5
arabic,T384,A-CR-064,Wed,3,0.5
islamic,T146,A-CR-065,Wed,3,0.5
islamic,T146,A-CR-003,Wed,4,0.5
islamic,T084,A-CR-050,Wed,4,0.5
social,T324,A-CR-087,Thu,1,0.5
arabic,T384,A-CR-057,Thu,3,0.5
islamic,T146,A-CR-058,Thu,3,0.5
islamic,T084,A-CR-045,Thu,4,0.5
