subject,teacher_id,room_id,day,slot,confidence
math,T428,A-CR-033,Sun,1,0.5
arabic,T335,A-CR-034,Sun,1,0.5
arabic,T407,A-CR-063,Sun,1,0.5
math,T428,A-CR-017,Sun,2,0.5
islamic,T418,A-CR-061,Sun,5,0.5
history,T304,A-CR-062,Sun,5,0.5
geography,T333,A-CR-063,Sun,5,0.5
arabic,T335,A-CR-023,Sun,6,0.5
arabic,T335,A-CR-039,Sun,7,0.5
math,T428,A-CR-031,Mon,1,0.5
arabic,T335,A-CR-032,Mon,1,0.5
arabic,T407,A-CR-062,Mon,1,0.5
islamic,T416,A-CR-052,Mon,5,0.5
islamic,T418,A-CR-053,Mon,5,0.5
social,T224,A-CR-054,Mon,5,0.5
history,T304,A-CR-055,Mon,5,0.5
geography,T333,A-CR-056,Mon,5,0.5
arabic,T407,A-CR-066,Mon,6,0.5
social,T321,A-CR-067,Mon,6,0.5
history,T139,A-CR-068,Mon,6,0.5
geography,T174,A-CR-069,Mon,6,0.5
arabic,T335,A-CR-028,Mon,7,0.5
math,T428,A-CR-032,Tue,1,0.5
arabic,T407,A-CR-057,Tue,1,0.5
math,T428,A-CR-017,Tue,2,0.5
islamic,T416,A-CR-036,Tue,5,0.5
math,T475,A-CR-054,Tue,6,0.5
arabic,T335,A-CR-016,Tue,7,0.5
math,T428,A-CR-032,Wed,1,0.5
arabic,T335,A-CR-033,Wed,1,0.5
arabic,T407,A-CR-061,Wed,1,0.5
math,T428,A-CR-024,Wed,2,0.5
math,T428,A-CR-013,Wed,6,0.5
math,T137,A-CR-051,Wed,6,0.5
geography,T174,A-CR-052,Wed,6,0.5
arabic,T335,A-CR-011,Wed,7,0.5
arabic,T335,A-CR-026,Thu,1,0.5
pe,T001,A-PG-02,Thu,4,0.5
islamic,T273,A-CR-079,Thu,5,0.5
islamic,T294,A-CR-080,Thu,5,0.5
islamic,T432,A-CR-081,Thu,5,0.5
islamic,T470,A-CR-082,Thu,5,0.5
history,T139,A-CR-083,Thu,5,0.5
math,T428,A-CR-008,Thu,6,0.5
math,T137,A-CR-040,Thu,6,0.5
math,T355,A-CR-041,Thu,6,0.5
math,T358,A-CR-042,Thu,6,0.5
math,T236,A-CR-043,Thu,6,0.5
arabic,T335,A-CR-011,Thu,7,0.5
