subject,teacher_id,room_id,day,slot,confidence
math,T215,B-CR-061,Sun,1,0.5
arabic,T362,B-CR-062,Sun,1,0.5
english,T377,B-CR-066,Sun,2,0.5
math,T215,B-CR-011,Sun,3,0.5
math,T402,B-CR-043,Sun,3,0.5
math,T190,B-CR-071,Sun,3,0.5
islamic,T364,B-CR-029,Sun,6,0.5
english,T377,B-CR-040,Sun,7,0.5
french,T008,B-CR-041,Sun,7,0.5
art,T026,B-CR-060,Sun,7,0.5
math,T392,B-CR-024,Sun,8,0.5
math,T190,B-CR-063,Sun,8,0.5
math,T215,B-CR-060,Mon,1,0.5
arabic,T362,B-CR-061,Mon,1,0.5
math,T215,B-CR-063,Mon,2,0.5
english,T377,B-CR-064,Mon,2,0.5
math,T392,B-CR-031,Mon,3,0.5
math,T190,B-CR-066,Mon,3,0.5
english,T377,B-CR-038,Mon,7,0.5
art,T020,B-CR-039,Mon,7,0.5
math,T392,B-CR-023,Mon,8,0.5
math,T190,B-CR-060,Mon,8,0.5
math,T215,B-CR-057,Tue,1,0.5
arabic,T362,B-CR-058,Tue,1,0.5
math,T215,B-CR-062,Tue,2,0.5
english,T377,B-CR-063,Tue,2,0.5
math,T392,B-CR-027,Tue,3,0.5
islamic,T364,B-CR-067,Tue,5,0.5
social,T255,B-CR-068,Tue,5,0.5
english,T377,B-CR-033,Tue,7,0.5
math,T392,B-CR-021,Tue,8,0.5
math,T190,B-CR-061,Tue,8,0.5
math,T215,B-CR-057,Wed,1,0.5
math,T215,B-CR-063,Wed,2,0.5
english,T377,B-CR-064,Wed,2,0.5
math,T392,B-CR-025,Wed,3,0.5
math,T190,B-CR-058,Wed,3,0.5
islamic,T364,B-CR-048,Wed,5,0.5
history,T216,B-CR-049,Wed,5,0.5
geography,T212,B-CR-050,Wed,5,0.5
math,T392,B-CR-010,Wed,8,0.5
french,T008,B-CR-011,Wed,8,0.5
music,T036,B-CR-012,Wed,8,0.5
math,T190,B-CR-052,Wed,8,0.5
art,T030,B-CR-053,Wed,8,0.5
math,T215,B-CR-039,Thu,1,0.5
arabic,T362,B-CR-040,Thu,1,0.5
english,T377,B-CR-049,Thu,2,0.5
math,T190,B-CR-050,Thu,3,0.5
pe,T002,B-PG-01,Thu,4,0.5
islamic,T364,B-CR-027,Thu,5,0.5
history,T216,B-CR-028,Thu,5,0.5
geography,T212,B-CR-029,Thu,5,0.5
computer,T024,B-CR-030,Thu,5,0.5
english,T377,B-CR-022,Thu,7,0.5
music,T034,B-CR-023,Thu,7,0.5
math,T392,B-CR-011,Thu,8,0.5
math,T190,B-CR-051,Thu,8,0.5
