subject,teacher_id,room_id,day,slot,confidence
math,T071,B-CR-005,Sun,1,0.5
arabic,T075,B-CR-006,Sun,1,0.5
math,T368,B-CR-069,Sun,1,0.5
science,T059,B-LAB-03,Sun,2,0.5
english,T081,B-CR-005,Sun,2,0.5
math,T368,B-CR-073,Sun,2,0.5
pe,T015,B-PG-03,Sun,3,0.5
math,T368,B-CR-012,Sun,3,0.5
computer,T025,B-CR-003,Sun,4,0.5
islamic,T084,B-CR-007,Sun,5,0.5
history,T093,B-CR-008,Sun,5,0.5
geography,T104,B-CR-009,Sun,5,0.5
social,T064,B-CR-010,Sun,5,0.5
art,T029,B-CR-008,Sun,6,0.5
music,T037,B-CR-009,Sun,6,0.5
islamic,T414,B-CR-035,Sun,6,0.5
history,T397,B-CR-036,Sun,6,0.5
english,T430,B-CR-046,Sun,7,0.5
english,T096,B-CR-047,Sun,7,0.5
math,T080,B-CR-029,Sun,8,0.5
math,T071,B-CR-005,Mon,1,0.5
science,T059,B-LAB-03,Mon,1,0.5
arabic,T418,B-CR-069,Mon,1,0.5
math,T071,B-CR-006,Mon,2,0.5
science,T059,B-LAB-03,Mon,2,0.5
english,T081,B-CR-007,Mon,2,0.5
english,T096,B-CR-008,Mon,2,0.5
math,T368,B-CR-071,Mon,2,0.5
math,T080,B-CR-036,Mon,3,0.5
islamic,T084,B-CR-007,Mon,5,0.5
history,T093,B-CR-008,Mon,5,0.5
geography,T104,B-CR-009,Mon,5,0.5
french,T011,B-CR-003,Mon,6,0.5
islamic,T414,B-CR-024,Mon,6,0.5
english,T081,B-CR-003,Mon,7,0.5
english,T430,B-CR-050,Mon,7,0.5
music,T037,B-CR-051,Mon,7,0.5
math,T080,B-CR-028,Mon,8,0.5
math,T071,B-CR-005,Tue,1,0.5
science,T059,B-LAB-02,Tue,1,0.5
arabic,T075,B-CR-006,Tue,1,0.5
library,T001,B-LIB-01,Tue,1,0.5
math,T368,B-CR-066,Tue,1,0.5
arabic,T418,B-CR-067,Tue,1,0.5
math,T071,B-CR-004,Tue,2,0.5
science,T059,B-LAB-02,Tue,2,0.5
english,T081,B-CR-005,Tue,2,0.5
math,T368,B-CR-073,Tue,2,0.5
english,T430,B-CR-074,Tue,2,0.5
math,T080,B-CR-032,Tue,3,0.5
math,T101,B-CR-033,Tue,3,0.5
computer,T029,B-CR-011,Tue,4,0.5
chinese,T031,B-CR-001,Tue,6,0.5
english,T081,B-CR-003,Tue,7,0.5
english,T430,B-CR-039,Tue,7,0.5
french,T011,B-CR-040,Tue,7,0.5
math,T080,B-CR-027,Tue,8,0.5
math,T071,B-CR-004,Wed,1,0.5
arabic,T075,B-CR-005,Wed,1,0.5
arabic,T418,B-CR-066,Wed,1,0.5
math,T071,B-CR-004,Wed,2,0.5
science,T059,B-LAB-01,Wed,2,0.5
math,T368,B-CR-074,Wed,2,0.5
english,T430,B-CR-075,Wed,2,0.5
math,T080,B-CR-030,Wed,3,0.5
islamic,T084,B-CR-003,Wed,5,0.5
islamic,T414,B-CR-066,Wed,5,0.5
geography,T401,B-CR-067,Wed,5,0.5
computer,T025,B-CR-068,Wed,5,0.5
social,T287,B-CR-069,Wed,5,0.5
english,T081,B-CR-002,Wed,7,0.5
english,T430,B-CR-035,Wed,7,0.5
art,T029,B-CR-036,Wed,7,0.5
math,T071,B-CR-003,Thu,1,0.5
science,T059,B-LAB-03,Thu,1,0.5
arabic,T075,B-CR-004,Thu,1,0.5
math,T368,B-CR-046,Thu,1,0.5
arabic,T418,B-CR-047,Thu,1,0.5
math,T071,B-CR-004,Thu,2,0.5
english,T081,B-CR-005,Thu,2,0.5
math,T368,B-CR-057,Thu,2,0.5
english,T430,B-CR-058,Thu,2,0.5
math,T080,B-CR-028,Thu,3,0.5
pe,T013,B-PG-03,Thu,4,0.5
islamic,T084,B-CR-001,Thu,5,0.5
islamic,T414,B-CR-038,Thu,5,0.5
history,T397,B-CR-039,Thu,5,0.5
geography,T401,B-CR-040,Thu,5,0.5
english,T081,B-CR-003,Thu,7,0.5
english,T430,B-CR-027,Thu,7,0.5
art,T021,B-CR-062,Thu,7,0.5
math,T080,B-CR-019,Thu,8,0.5
french,T011,B-CR-020,Thu,8,0.5
music,T037,B-CR-021,Thu,8,0.5
