subject,teacher_id,room_id,day,slot,confidence
arabic,T452,A-CR-068,Sun,3,0.5
english,T390,A-CR-069,Sun,3,0.5
english,T421,A-CR-070,Sun,3,0.5
islamic,T375,A-CR-069,Sun,4,0.5
social,T477,A-CR-070,Sun,4,0.5
social,T425,A-CR-080,Sun,7,0.5
islamic,T375,A-CR-031,Sun,8,0.5
islamic,T297,A-CR-069,Sun,8,0.5
islamic,T318,A-CR-070,Sun,8,0.5
islamic,T337,A-CR-080,Mon,2,0.5
arabic,T452,A-CR-054,Mon,3,0.5
english,T421,A-CR-055,Mon,3,0.5
islamic,T337,A-CR-056,Mon,3,0.5
islamic,T375,A-CR-043,Mon,4,0.5
islamic,T065,A-CR-049,Mon,8,0.5
arabic,T452,A-CR-076,Tue,2,0.5
islamic,T337,A-CR-077,Tue,2,0.5
arabic,T452,A-CR-050,Tue,3,0.5
english,T390,A-CR-051,Tue,3,0.5
english,T421,A-CR-052,Tue,3,0.5
islamic,T375,A-CR-043,Tue,4,0.5
islamic,T164,A-CR-042,Tue,8,0.5
islamic,T182,A-CR-043,Tue,8,0.5
social,T108,A-CR-088,Wed,1,0.5
arabic,T452,A-CR-083,Wed,2,0.5
islamic,T337,A-CR-084,Wed,2,0.5
english,T390,A-CR-042,Wed,3,0.5
english,T421,A-CR-043,Wed,3,0.5
islamic,T337,A-CR-044,Wed,3,0.5
islamic,T375,A-CR-035,Wed,4,0.5
islamic,T337,A-CR-065,Thu,2,0.5
english,T390,A-CR-039,Thu,3,0.5
english,T421,A-CR-040,Thu,3,0.5
islamic,T375,A-CR-031,Thu,4,0.5
arabic,T297,A-CR-065,Thu,7,0.5
arabic,T410,A-CR-066,Thu,7,0.5
islamic,T053,A-CR-069,Thu,7,0.5
