subject,teacher_id,room_id,day,slot,confidence
math,T184,B-CR-039,Sun,1,0.5
arabic,T182,B-CR-040,Sun,1,0.5
math,T184,B-CR-038,Sun,2,0.5
english,T202,B-CR-039,Sun,2,0.5
math,T311,B-CR-027,Sun,3,0.5
islamic,T185,B-CR-073,Sun,5,0.5
history,T141,B-CR-074,Sun,5,0.5
geography,T142,B-CR-075,Sun,5,0.5
social,T152,B-CR-076,Sun,5,0.5
english,T202,B-CR-018,Sun,7,0.5
math,T184,B-CR-037,Mon,1,0.5
arabic,T182,B-CR-038,Mon,1,0.5
math,T184,B-CR-040,Mon,2,0.5
english,T202,B-CR-041,Mon,2,0.5
math,T311,B-CR-017,Mon,3,0.5
islamic,T185,B-CR-054,Mon,5,0.5
history,T141,B-CR-055,Mon,5,0.5
geography,T142,B-CR-056,Mon,5,0.5
english,T202,B-CR-020,Mon,7,0.5
french,T012,B-CR-021,Mon,7,0.5
math,T427,B-CR-045,Mon,8,0.5
math,T402,B-CR-046,Mon,8,0.5
math,T184,B-CR-035,Tue,1,0.5
arabic,T182,B-CR-036,Tue,1,0.5
math,T184,B-CR-038,Tue,2,0.5
english,T202,B-CR-039,Tue,2,0.5
math,T311,B-CR-015,Tue,3,0.5
islamic,T185,B-CR-027,Tue,5,0.5
art,T030,B-CR-016,Tue,6,0.5
music,T038,B-CR-017,Tue,6,0.5
math,T311,B-CR-065,Tue,6,0.5
arabic,T063,B-CR-066,Tue,6,0.5
islamic,T047,B-CR-067,Tue,6,0.5
islamic,T053,B-CR-068,Tue,6,0.5
history,T385,B-CR-069,Tue,6,0.5
geography,T365,B-CR-070,Tue,6,0.5
social,T386,B-CR-071,Tue,6,0.5
math,T427,B-CR-044,Tue,8,0.5
math,T402,B-CR-045,Tue,8,0.5
math,T184,B-CR-034,Wed,1,0.5
arabic,T182,B-CR-035,Wed,1,0.5
math,T184,B-CR-038,Wed,2,0.5
english,T202,B-CR-039,Wed,2,0.5
math,T311,B-CR-014,Wed,3,0.5
math,T427,B-CR-047,Wed,3,0.5
computer,T028,B-CR-006,Wed,4,0.5
islamic,T185,B-CR-020,Wed,5,0.5
math,T311,B-CR-038,Wed,6,0.5
arabic,T065,B-CR-039,Wed,6,0.5
islamic,T047,B-CR-040,Wed,6,0.5
geography,T365,B-CR-041,Wed,6,0.5
computer,T028,B-CR-042,Wed,6,0.5
english,T202,B-CR-019,Wed,7,0.5
art,T024,B-CR-064,Wed,7,0.5
math,T427,B-CR-038,Wed,8,0.5
math,T402,B-CR-039,Wed,8,0.5
math,T184,B-CR-025,Thu,1,0.5
arabic,T063,B-CR-072,Thu,1,0.5
english,T202,B-CR-031,Thu,2,0.5
math,T311,B-CR-077,Thu,2,0.5
pe,T016,B-PG-02,Thu,3,0.5
math,T311,B-CR-012,Thu,3,0.5
math,T427,B-CR-042,Thu,3,0.5
chinese,T032,B-CR-014,Thu,5,0.5
math,T311,B-CR-030,Thu,6,0.5
arabic,T063,B-CR-031,Thu,6,0.5
islamic,T047,B-CR-032,Thu,6,0.5
history,T385,B-CR-033,Thu,6,0.5
english,T202,B-CR-010,Thu,7,0.5
art,T030,B-CR-059,Thu,7,0.5
music,T038,B-CR-060,Thu,7,0.5
french,T012,B-CR-001,Thu,8,0.5
math,T402,B-CR-034,Thu,8,0.5
