subject,teacher_id,room_id,day,slot,confidence
islamic,T393,A-CR-011,Sun,4,0.5
arabic,T208,A-CR-046,Sun,7,0.5
islamic,T394,A-CR-042,Sun,8,0.5
islamic,T393,A-CR-090,Mon,3,0.5
islamic,T394,A-CR-071,Mon,4,0.5
arabic,T208,A-CR-040,Mon,7,0.5
social,T108,A-CR-086,Mon,7,0.5
islamic,T394,A-CR-027,Mon,8,0.5
arabic,T208,A-CR-084,Tue,3,0.5
islamic,T393,A-CR-085,Tue,3,0.5
islamic,T394,A-CR-063,Tue,4,0.5
social,T152,A-CR-064,Tue,4,0.5
arabic,T208,A-CR-070,Wed,3,0.5
islamic,T393,A-CR-071,Wed,3,0.5
islamic,T394,A-CR-052,Wed,4,0.5
islamic,T393,A-CR-089,Thu,1,0.5
social,T239,A-CR-090,Thu,1,0.5
arabic,T208,A-CR-063,Thu,3,0.5
islamic,T393,A-CR-064,Thu,3,0.5
islamic,T394,A-CR-047,Thu,4,0.5
