subject,teacher_id,room_id,day,slot,confidence
math,T261,B-CR-047,Sun,1,0.5
arabic,T291,B-CR-048,Sun,1,0.5
math,T261,B-CR-047,Sun,2,0.5
english,T323,B-CR-048,Sun,2,0.5
math,T475,B-CR-031,Sun,3,0.5
math,T367,B-CR-064,Sun,3,0.5
islamic,T292,B-CR-022,Sun,6,0.5
english,T323,B-CR-022,Sun,7,0.5
music,T033,B-CR-023,Sun,7,0.5
math,T475,B-CR-014,Sun,8,0.5
math,T367,B-CR-051,Sun,8,0.5
math,T261,B-CR-044,Mon,1,0.5
arabic,T291,B-CR-045,Mon,1,0.5
math,T261,B-CR-047,Mon,2,0.5
english,T323,B-CR-048,Mon,2,0.5
math,T475,B-CR-020,Mon,3,0.5
math,T367,B-CR-058,Mon,3,0.5
math,T368,B-CR-059,Mon,3,0.5
pe,T017,B-PG-01,Mon,4,0.5
islamic,T292,B-CR-067,Mon,5,0.5
history,T221,B-CR-068,Mon,5,0.5
geography,T222,B-CR-069,Mon,5,0.5
social,T245,B-CR-070,Mon,5,0.5
english,T323,B-CR-024,Mon,7,0.5
french,T007,B-CR-025,Mon,7,0.5
music,T033,B-CR-012,Mon,8,0.5
math,T367,B-CR-051,Mon,8,0.5
math,T261,B-CR-043,Tue,1,0.5
arabic,T291,B-CR-044,Tue,1,0.5
math,T261,B-CR-045,Tue,2,0.5
math,T475,B-CR-019,Tue,3,0.5
math,T367,B-CR-057,Tue,3,0.5
history,T221,B-CR-034,Tue,5,0.5
geography,T222,B-CR-035,Tue,5,0.5
english,T323,B-CR-023,Tue,7,0.5
math,T475,B-CR-007,Tue,8,0.5
art,T019,B-CR-008,Tue,8,0.5
math,T367,B-CR-049,Tue,8,0.5
math,T261,B-CR-041,Wed,1,0.5
arabic,T291,B-CR-042,Wed,1,0.5
math,T261,B-CR-045,Wed,2,0.5
english,T323,B-CR-046,Wed,2,0.5
math,T367,B-CR-051,Wed,3,0.5
islamic,T292,B-CR-026,Wed,5,0.5
math,T475,B-CR-063,Wed,6,0.5
arabic,T085,B-CR-064,Wed,6,0.5
arabic,T088,B-CR-065,Wed,6,0.5
islamic,T126,B-CR-066,Wed,6,0.5
islamic,T146,B-CR-067,Wed,6,0.5
islamic,T158,B-CR-068,Wed,6,0.5
history,T115,B-CR-069,Wed,6,0.5
geography,T120,B-CR-070,Wed,6,0.5
computer,T021,B-CR-071,Wed,6,0.5
social,T405,B-CR-072,Wed,6,0.5
english,T323,B-CR-021,Wed,7,0.5
french,T007,B-CR-003,Wed,8,0.5
math,T261,B-CR-029,Thu,1,0.5
english,T323,B-CR-035,Thu,2,0.5
math,T475,B-CR-080,Thu,2,0.5
math,T475,B-CR-016,Thu,3,0.5
math,T367,B-CR-044,Thu,3,0.5
computer,T021,B-CR-007,Thu,4,0.5
islamic,T292,B-CR-017,Thu,5,0.5
art,T019,B-CR-011,Thu,6,0.5
math,T475,B-CR-049,Thu,6,0.5
arabic,T085,B-CR-050,Thu,6,0.5
arabic,T088,B-CR-051,Thu,6,0.5
islamic,T146,B-CR-052,Thu,6,0.5
history,T115,B-CR-053,Thu,6,0.5
geography,T120,B-CR-054,Thu,6,0.5
english,T323,B-CR-014,Thu,7,0.5
art,T021,B-CR-039,Thu,8,0.5
