subject,teacher_id,room_id,day,slot,confidence
islamic,T126,A-CR-073,Sun,1,0.5
social,T484,A-CR-074,Sun,1,0.5
arabic,T088,A-CR-036,Sun,2,0.5
islamic,T126,A-CR-037,Sun,2,0.5
arabic,T088,A-CR-001,Sun,3,0.5
english,T471,A-CR-002,Sun,3,0.5
english,T039,A-CR-003,Sun,3,0.5
social,T359,A-CR-022,Sun,4,0.5
islamic,T198,A-CR-047,Sun,7,0.5
islamic,T126,A-CR-074,Mon,1,0.5
arabic,T088,A-CR-036,Mon,2,0.5
islamic,T126,A-CR-037,Mon,2,0.5
english,T471,A-CR-002,Mon,3,0.5
english,T039,A-CR-003,Mon,3,0.5
islamic,T198,A-CR-017,Mon,4,0.5
islamic,T294,A-CR-089,Mon,4,0.5
social,T317,A-CR-090,Mon,4,0.5
arabic,T159,A-CR-045,Mon,7,0.5
islamic,T198,A-CR-046,Mon,7,0.5
islamic,T126,A-CR-065,Tue,1,0.5
english,T471,A-CR-003,Tue,3,0.5
english,T039,A-CR-004,Tue,3,0.5
islamic,T294,A-CR-078,Tue,4,0.5
arabic,T159,A-CR-028,Tue,7,0.5
islamic,T198,A-CR-029,Tue,7,0.5
arabic,T088,A-CR-044,Wed,2,0.5
english,T471,A-CR-003,Wed,3,0.5
english,T039,A-CR-004,Wed,3,0.5
islamic,T198,A-CR-010,Wed,4,0.5
islamic,T294,A-CR-060,Wed,4,0.5
islamic,T310,A-CR-061,Wed,4,0.5
arabic,T129,A-CR-027,Wed,7,0.5
islamic,T126,A-CR-059,Thu,1,0.5
arabic,T088,A-CR-030,Thu,2,0.5
english,T471,A-CR-003,Thu,3,0.5
arabic,T129,A-CR-090,Thu,3,0.5
islamic,T198,A-CR-005,Thu,4,0.5
islamic,T294,A-CR-057,Thu,4,0.5
islamic,T310,A-CR-058,Thu,4,0.5
arabic,T129,A-CR-029,Thu,7,0.5
