subject,teacher_id,room_id,day,slot,confidence
math,T183,B-CR-028,Sun,1,0.5
arabic,T228,B-CR-029,Sun,1,0.5
math,T183,B-CR-025,Sun,2,0.5
english,T168,B-CR-026,Sun,2,0.5
math,T183,B-CR-006,Sun,3,0.5
math,T431,B-CR-021,Sun,3,0.5
math,T271,B-CR-058,Sun,3,0.5
library,T001,B-LIB-01,Sun,4,0.5
islamic,T233,B-CR-051,Sun,5,0.5
history,T187,B-CR-052,Sun,5,0.5
geography,T180,B-CR-053,Sun,5,0.5
social,T211,B-CR-054,Sun,5,0.5
math,T431,B-CR-078,Sun,6,0.5
arabic,T486,B-CR-079,Sun,6,0.5
islamic,T487,B-CR-080,Sun,6,0.5
english,T168,B-CR-012,Sun,7,0.5
math,T271,B-CR-039,Sun,8,0.5
arabic,T228,B-CR-027,Mon,1,0.5
math,T183,B-CR-029,Mon,2,0.5
english,T168,B-CR-030,Mon,2,0.5
math,T431,B-CR-013,Mon,3,0.5
math,T271,B-CR-051,Mon,3,0.5
chinese,T031,B-CR-004,Mon,4,0.5
islamic,T233,B-CR-038,Mon,5,0.5
history,T187,B-CR-039,Mon,5,0.5
geography,T180,B-CR-040,Mon,5,0.5
math,T431,B-CR-049,Mon,6,0.5
arabic,T486,B-CR-050,Mon,6,0.5
islamic,T487,B-CR-051,Mon,6,0.5
history,T499,B-CR-052,Mon,6,0.5
geography,T054,B-CR-053,Mon,6,0.5
computer,T025,B-CR-054,Mon,6,0.5
social,T343,B-CR-055,Mon,6,0.5
english,T168,B-CR-014,Mon,7,0.5
art,T029,B-CR-004,Mon,8,0.5
math,T271,B-CR-040,Mon,8,0.5
math,T183,B-CR-025,Tue,1,0.5
arabic,T228,B-CR-026,Tue,1,0.5
math,T183,B-CR-026,Tue,2,0.5
english,T168,B-CR-027,Tue,2,0.5
math,T431,B-CR-009,Tue,3,0.5
math,T271,B-CR-046,Tue,3,0.5
islamic,T233,B-CR-020,Tue,5,0.5
art,T029,B-CR-010,Tue,6,0.5
music,T037,B-CR-011,Tue,6,0.5
arabic,T486,B-CR-032,Tue,6,0.5
islamic,T487,B-CR-033,Tue,6,0.5
history,T499,B-CR-034,Tue,6,0.5
geography,T054,B-CR-035,Tue,6,0.5
english,T168,B-CR-014,Tue,7,0.5
science,T218,B-LAB-04,Tue,8,0.5
math,T271,B-CR-039,Tue,8,0.5
math,T183,B-CR-025,Wed,1,0.5
arabic,T228,B-CR-026,Wed,1,0.5
english,T168,B-CR-028,Wed,2,0.5
pe,T015,B-PG-02,Wed,3,0.5
math,T431,B-CR-008,Wed,3,0.5
math,T271,B-CR-039,Wed,3,0.5
computer,T025,B-CR-002,Wed,4,0.5
islamic,T233,B-CR-014,Wed,5,0.5
french,T011,B-CR-006,Wed,6,0.5
english,T168,B-CR-014,Wed,7,0.5
music,T037,B-CR-058,Wed,7,0.5
math,T271,B-CR-030,Wed,8,0.5
art,T021,B-CR-031,Wed,8,0.5
math,T183,B-CR-019,Thu,1,0.5
math,T431,B-CR-064,Thu,1,0.5
arabic,T486,B-CR-065,Thu,1,0.5
math,T183,B-CR-021,Thu,2,0.5
english,T168,B-CR-022,Thu,2,0.5
math,T431,B-CR-072,Thu,2,0.5
math,T431,B-CR-008,Thu,3,0.5
math,T271,B-CR-036,Thu,3,0.5
islamic,T487,B-CR-080,Thu,5,0.5
french,T011,B-CR-052,Thu,7,0.5
science,T218,B-LAB-04,Thu,8,0.5
