subject,teacher_id,room_id,day,slot,confidence
math,T353,A-CR-024,Sun,1,0.5
arabic,T404,A-CR-025,Sun,1,0.5
math,T315,A-CR-056,Sun,1,0.5
arabic,T121,A-CR-057,Sun,1,0.5
arabic,T490,A-CR-070,Sun,1,0.5
math,T353,A-CR-013,Sun,2,0.5
islamic,T352,A-CR-048,Sun,5,0.5
islamic,T364,A-CR-049,Sun,5,0.5
computer,T026,A-CR-050,Sun,5,0.5
history,T498,A-CR-051,Sun,5,0.5
geography,T500,A-CR-052,Sun,5,0.5
math,T196,A-CR-072,Sun,6,0.5
arabic,T121,A-CR-073,Sun,6,0.5
history,T197,A-CR-074,Sun,6,0.5
geography,T200,A-CR-075,Sun,6,0.5
arabic,T490,A-CR-032,Sun,7,0.5
math,T353,A-CR-024,Mon,1,0.5
math,T315,A-CR-054,Mon,1,0.5
arabic,T121,A-CR-055,Mon,1,0.5
arabic,T490,A-CR-071,Mon,1,0.5
math,T353,A-CR-015,Mon,2,0.5
pe,T004,A-PG-01,Mon,4,0.5
islamic,T352,A-CR-036,Mon,5,0.5
islamic,T364,A-CR-037,Mon,5,0.5
social,T048,A-CR-038,Mon,5,0.5
history,T498,A-CR-039,Mon,5,0.5
geography,T500,A-CR-040,Mon,5,0.5
math,T196,A-CR-053,Mon,6,0.5
math,T353,A-CR-023,Tue,1,0.5
arabic,T404,A-CR-024,Tue,1,0.5
math,T315,A-CR-051,Tue,1,0.5
arabic,T490,A-CR-064,Tue,1,0.5
islamic,T393,A-CR-090,Tue,5,0.5
math,T196,A-CR-047,Tue,6,0.5
math,T353,A-CR-024,Wed,1,0.5
arabic,T404,A-CR-025,Wed,1,0.5
math,T315,A-CR-054,Wed,1,0.5
arabic,T121,A-CR-055,Wed,1,0.5
arabic,T490,A-CR-068,Wed,1,0.5
math,T353,A-CR-018,Wed,2,0.5
islamic,T393,A-CR-080,Wed,5,0.5
social,T255,A-CR-081,Wed,5,0.5
math,T196,A-CR-044,Wed,6,0.5
math,T353,A-CR-018,Thu,1,0.5
arabic,T404,A-CR-019,Thu,1,0.5
library,T002,A-LIB-01,Thu,1,0.5
arabic,T121,A-CR-043,Thu,1,0.5
math,T353,A-CR-007,Thu,2,0.5
islamic,T476,A-CR-054,Thu,5,0.5
islamic,T232,A-CR-055,Thu,5,0.5
history,T197,A-CR-056,Thu,5,0.5
geography,T200,A-CR-057,Thu,5,0.5
arabic,T404,A-CR-005,Thu,6,0.5
math,T196,A-CR-031,Thu,6,0.5
