subject,teacher_id,room_id,day,slot,confidence
islamic,T125,A-CR-090,Sun,1,0.5
arabic,T288,A-CR-054,Sun,2,0.5
islamic,T125,A-CR-055,Sun,2,0.5
english,T203,A-CR-035,Sun,3,0.5
islamic,T340,A-CR-042,Sun,4,0.5
social,T378,A-CR-043,Sun,4,0.5
islamic,T476,A-CR-072,Sun,7,0.5
islamic,T340,A-CR-016,Sun,8,0.5
islamic,T476,A-CR-056,Sun,8,0.5
islamic,T065,A-CR-057,Sun,8,0.5
social,T460,A-CR-083,Mon,1,0.5
arabic,T288,A-CR-050,Mon,2,0.5
islamic,T125,A-CR-051,Mon,2,0.5
english,T262,A-CR-030,Mon,3,0.5
english,T403,A-CR-031,Mon,3,0.5
islamic,T340,A-CR-028,Mon,4,0.5
arabic,T086,A-CR-058,Mon,7,0.5
islamic,T476,A-CR-075,Mon,7,0.5
islamic,T125,A-CR-073,Tue,1,0.5
arabic,T288,A-CR-048,Tue,2,0.5
english,T203,A-CR-030,Tue,3,0.5
english,T262,A-CR-031,Tue,3,0.5
islamic,T340,A-CR-027,Tue,4,0.5
arabic,T086,A-CR-044,Tue,7,0.5
islamic,T476,A-CR-063,Tue,7,0.5
islamic,T125,A-CR-077,Wed,1,0.5
arabic,T288,A-CR-058,Wed,2,0.5
english,T203,A-CR-025,Wed,3,0.5
english,T262,A-CR-026,Wed,3,0.5
islamic,T340,A-CR-020,Wed,4,0.5
social,T327,A-CR-082,Wed,4,0.5
arabic,T086,A-CR-041,Wed,7,0.5
islamic,T125,A-CR-068,Thu,1,0.5
arabic,T288,A-CR-042,Thu,2,0.5
english,T203,A-CR-021,Thu,3,0.5
english,T262,A-CR-022,Thu,3,0.5
islamic,T340,A-CR-015,Thu,4,0.5
islamic,T065,A-CR-076,Thu,4,0.5
arabic,T452,A-CR-044,Thu,7,0.5
arabic,T040,A-CR-045,Thu,7,0.5
