subject,teacher_id,room_id,day,slot,confidence
math,T155,A-CR-001,Sun,1,0.5
math,T155,A-CR-001,Sun,2,0.5
science,T226,A-LAB-01,Sun,2,0.5
library,T003,A-LIB-01,Sun,2,0.5
islamic,T299,A-CR-001,Sun,5,0.5
islamic,T336,A-CR-002,Sun,5,0.5
computer,T025,A-CR-003,Sun,5,0.5
social,T449,A-CR-004,Sun,5,0.5
islamic,T294,A-CR-074,Sun,5,0.5
social,T259,A-CR-075,Sun,5,0.5
arabic,T228,A-CR-001,Sun,6,0.5
math,T227,A-CR-033,Sun,6,0.5
math,T235,A-CR-034,Sun,6,0.5
math,T374,A-CR-035,Sun,6,0.5
arabic,T189,A-CR-036,Sun,6,0.5
history,T438,A-CR-037,Sun,6,0.5
arabic,T189,A-CR-008,Sun,7,0.5
math,T155,A-CR-001,Mon,1,0.5
science,T226,A-LAB-01,Mon,1,0.5
arabic,T172,A-CR-068,Mon,1,0.5
math,T155,A-CR-001,Mon,2,0.5
science,T226,A-LAB-01,Mon,2,0.5
pe,T017,A-PG-01,Mon,3,0.5
islamic,T336,A-CR-001,Mon,5,0.5
islamic,T294,A-CR-076,Mon,5,0.5
geography,T446,A-CR-077,Mon,5,0.5
arabic,T228,A-CR-001,Mon,6,0.5
math,T227,A-CR-025,Mon,6,0.5
arabic,T189,A-CR-026,Mon,6,0.5
math,T155,A-CR-001,Tue,1,0.5
science,T226,A-LAB-01,Tue,1,0.5
arabic,T172,A-CR-063,Tue,1,0.5
math,T155,A-CR-001,Tue,2,0.5
science,T226,A-LAB-01,Tue,2,0.5
history,T174,A-CR-001,Tue,5,0.5
geography,T180,A-CR-002,Tue,5,0.5
islamic,T294,A-CR-057,Tue,5,0.5
history,T438,A-CR-058,Tue,5,0.5
geography,T446,A-CR-059,Tue,5,0.5
arabic,T228,A-CR-001,Tue,6,0.5
math,T235,A-CR-022,Tue,6,0.5
arabic,T189,A-CR-023,Tue,6,0.5
social,T359,A-CR-077,Tue,6,0.5
history,T214,A-CR-078,Tue,6,0.5
geography,T217,A-CR-079,Tue,6,0.5
math,T155,A-CR-001,Wed,1,0.5
science,T226,A-LAB-01,Wed,1,0.5
arabic,T172,A-CR-066,Wed,1,0.5
math,T155,A-CR-001,Wed,2,0.5
islamic,T336,A-CR-001,Wed,5,0.5
geography,T180,A-CR-002,Wed,5,0.5
arabic,T228,A-CR-001,Wed,6,0.5
math,T227,A-CR-019,Wed,6,0.5
math,T235,A-CR-020,Wed,6,0.5
history,T214,A-CR-070,Wed,6,0.5
geography,T217,A-CR-071,Wed,6,0.5
math,T155,A-CR-001,Thu,1,0.5
arabic,T228,A-CR-002,Thu,1,0.5
science,T226,A-LAB-01,Thu,1,0.5
arabic,T189,A-CR-032,Thu,1,0.5
arabic,T172,A-CR-051,Thu,1,0.5
arabic,T310,A-CR-052,Thu,1,0.5
history,T174,A-CR-001,Thu,5,0.5
islamic,T248,A-CR-026,Thu,5,0.5
art,T021,A-CR-001,Thu,6,0.5
math,T227,A-CR-016,Thu,6,0.5
math,T235,A-CR-017,Thu,6,0.5
