subject,teacher_id,room_id,day,slot,confidence
pe,T003,A-PG-03,Sun,4,0.5
islamic,T159,A-CR-067,Sun,5,0.5
history,T419,A-CR-068,Sun,5,0.5
geography,T437,A-CR-069,Sun,5,0.5
math,T183,A-CR-026,Sun,6,0.5
math,T274,A-CR-027,Sun,6,0.5
arabic,T129,A-CR-028,Sun,6,0.5
arabic,T129,A-CR-005,Sun,7,0.5
arabic,T075,A-CR-017,Sun,7,0.5
arabic,T050,A-CR-041,Sun,7,0.5
islamic,T159,A-CR-064,Mon,5,0.5
history,T419,A-CR-065,Mon,5,0.5
geography,T437,A-CR-066,Mon,5,0.5
math,T183,A-CR-016,Mon,6,0.5
math,T274,A-CR-017,Mon,6,0.5
arabic,T129,A-CR-018,Mon,6,0.5
history,T195,A-CR-074,Mon,6,0.5
geography,T206,A-CR-075,Mon,6,0.5
arabic,T075,A-CR-008,Mon,7,0.5
islamic,T159,A-CR-042,Tue,5,0.5
social,T245,A-CR-043,Tue,5,0.5
math,T183,A-CR-016,Tue,6,0.5
math,T274,A-CR-017,Tue,6,0.5
arabic,T129,A-CR-018,Tue,6,0.5
arabic,T075,A-CR-057,Tue,6,0.5
history,T195,A-CR-058,Tue,6,0.5
geography,T206,A-CR-059,Tue,6,0.5
arabic,T129,A-CR-001,Tue,7,0.5
arabic,T075,A-CR-003,Tue,7,0.5
arabic,T488,A-CR-019,Tue,7,0.5
islamic,T159,A-CR-037,Wed,5,0.5
math,T183,A-CR-016,Wed,6,0.5
arabic,T488,A-CR-013,Wed,7,0.5
arabic,T050,A-CR-058,Thu,1,0.5
social,T351,A-CR-089,Thu,5,0.5
math,T183,A-CR-012,Thu,6,0.5
math,T274,A-CR-013,Thu,6,0.5
arabic,T075,A-CR-045,Thu,6,0.5
arabic,T488,A-CR-014,Thu,7,0.5
