subject,teacher_id,room_id,day,slot,confidence
islamic,T447,A-CR-038,Sun,2,0.5
arabic,T129,A-CR-004,Sun,3,0.5
english,T150,A-CR-005,Sun,3,0.5
english,T161,A-CR-006,Sun,3,0.5
islamic,T256,A-CR-023,Sun,4,0.5
social,T370,A-CR-024,Sun,4,0.5
arabic,T228,A-CR-048,Sun,7,0.5
arabic,T233,A-CR-049,Sun,7,0.5
islamic,T256,A-CR-007,Sun,8,0.5
islamic,T447,A-CR-075,Mon,1,0.5
islamic,T447,A-CR-038,Mon,2,0.5
arabic,T129,A-CR-004,Mon,3,0.5
english,T150,A-CR-005,Mon,3,0.5
english,T161,A-CR-006,Mon,3,0.5
islamic,T256,A-CR-018,Mon,4,0.5
arabic,T228,A-CR-047,Mon,7,0.5
islamic,T336,A-CR-032,Mon,8,0.5
islamic,T447,A-CR-066,Tue,1,0.5
social,T489,A-CR-067,Tue,1,0.5
arabic,T129,A-CR-033,Tue,2,0.5
islamic,T447,A-CR-034,Tue,2,0.5
arabic,T129,A-CR-005,Tue,3,0.5
english,T150,A-CR-006,Tue,3,0.5
english,T161,A-CR-007,Tue,3,0.5
islamic,T256,A-CR-017,Tue,4,0.5
islamic,T336,A-CR-079,Tue,4,0.5
social,T321,A-CR-080,Tue,4,0.5
arabic,T228,A-CR-030,Tue,7,0.5
arabic,T233,A-CR-031,Tue,7,0.5
islamic,T336,A-CR-026,Tue,8,0.5
islamic,T447,A-CR-070,Wed,1,0.5
english,T150,A-CR-005,Wed,3,0.5
islamic,T256,A-CR-011,Wed,4,0.5
islamic,T336,A-CR-062,Wed,4,0.5
islamic,T416,A-CR-063,Wed,4,0.5
arabic,T129,A-CR-031,Thu,2,0.5
english,T150,A-CR-004,Thu,3,0.5
english,T161,A-CR-005,Thu,3,0.5
islamic,T256,A-CR-006,Thu,4,0.5
islamic,T416,A-CR-059,Thu,4,0.5
