subject,teacher_id,room_id,day,slot,confidence
islamic,T084,A-CR-008,Sun,4,0.5
islamic,T434,A-CR-066,Sun,7,0.5
arabic,T299,A-CR-079,Mon,3,0.5
arabic,T344,A-CR-080,Mon,3,0.5
islamic,T084,A-CR-081,Mon,3,0.5
islamic,T084,A-CR-006,Mon,4,0.5
islamic,T434,A-CR-058,Mon,4,0.5
islamic,T470,A-CR-059,Mon,4,0.5
social,T283,A-CR-060,Mon,4,0.5
social,T259,A-CR-083,Mon,7,0.5
arabic,T299,A-CR-073,Tue,3,0.5
islamic,T084,A-CR-074,Tue,3,0.5
islamic,T434,A-CR-055,Tue,4,0.5
arabic,T299,A-CR-060,Wed,3,0.5
islamic,T084,A-CR-061,Wed,3,0.5
islamic,T434,A-CR-048,Wed,4,0.5
social,T317,A-CR-085,Thu,1,0.5
arabic,T299,A-CR-054,Thu,3,0.5
islamic,T084,A-CR-055,Thu,3,0.5
islamic,T434,A-CR-043,Thu,4,0.5
