subject,teacher_id,room_id,day,slot,confidence
math,T094,B-CR-015,Sun,1,0.5
arabic,T063,B-CR-016,Sun,1,0.5
math,T251,B-CR-076,Sun,1,0.5
arabic,T394,B-CR-077,Sun,1,0.5
math,T094,B-CR-014,Sun,2,0.5
english,T062,B-CR-015,Sun,2,0.5
math,T251,B-CR-079,Sun,2,0.5
english,T450,B-CR-080,Sun,2,0.5
science,T074,B-LAB-03,Sun,3,0.5
math,T251,B-CR-014,Sun,3,0.5
math,T433,B-CR-051,Sun,3,0.5
computer,T026,B-CR-005,Sun,4,0.5
islamic,T053,B-CR-025,Sun,5,0.5
history,T070,B-CR-026,Sun,5,0.5
geography,T079,B-CR-027,Sun,5,0.5
social,T090,B-CR-028,Sun,5,0.5
french,T010,B-CR-015,Sun,6,0.5
art,T022,B-CR-016,Sun,6,0.5
music,T036,B-CR-017,Sun,6,0.5
islamic,T404,B-CR-047,Sun,6,0.5
history,T263,B-CR-048,Sun,6,0.5
geography,T266,B-CR-049,Sun,6,0.5
english,T062,B-CR-006,Sun,7,0.5
english,T450,B-CR-050,Sun,7,0.5
math,T433,B-CR-033,Sun,8,0.5
math,T094,B-CR-014,Mon,1,0.5
arabic,T063,B-CR-015,Mon,1,0.5
math,T251,B-CR-076,Mon,1,0.5
arabic,T394,B-CR-077,Mon,1,0.5
math,T094,B-CR-017,Mon,2,0.5
english,T062,B-CR-018,Mon,2,0.5
math,T251,B-CR-077,Mon,2,0.5
english,T450,B-CR-078,Mon,2,0.5
english,T462,B-CR-079,Mon,2,0.5
science,T074,B-LAB-03,Mon,3,0.5
pe,T014,B-PG-04,Mon,3,0.5
math,T433,B-CR-042,Mon,3,0.5
islamic,T053,B-CR-018,Mon,5,0.5
history,T070,B-CR-019,Mon,5,0.5
library,T006,B-LIB-01,Mon,5,0.5
science,T074,B-LAB-01,Mon,6,0.5
chinese,T032,B-CR-011,Mon,6,0.5
islamic,T404,B-CR-030,Mon,6,0.5
english,T062,B-CR-008,Mon,7,0.5
english,T450,B-CR-055,Mon,7,0.5
art,T024,B-CR-063,Mon,7,0.5
science,T074,B-LAB-01,Mon,8,0.5
math,T433,B-CR-033,Mon,8,0.5
math,T094,B-CR-014,Tue,1,0.5
arabic,T063,B-CR-015,Tue,1,0.5
math,T251,B-CR-075,Tue,1,0.5
arabic,T394,B-CR-076,Tue,1,0.5
math,T094,B-CR-012,Tue,2,0.5
english,T062,B-CR-013,Tue,2,0.5
math,T251,B-CR-080,Tue,2,0.5
math,T433,B-CR-039,Tue,3,0.5
geography,T079,B-CR-011,Tue,5,0.5
science,T074,B-LAB-01,Tue,6,0.5
islamic,T404,B-CR-021,Tue,6,0.5
english,T062,B-CR-008,Tue,7,0.5
english,T450,B-CR-048,Tue,7,0.5
french,T010,B-CR-049,Tue,7,0.5
music,T036,B-CR-050,Tue,7,0.5
math,T433,B-CR-031,Tue,8,0.5
math,T094,B-CR-013,Wed,1,0.5
arabic,T063,B-CR-014,Wed,1,0.5
math,T251,B-CR-074,Wed,1,0.5
arabic,T394,B-CR-075,Wed,1,0.5
math,T094,B-CR-013,Wed,2,0.5
english,T062,B-CR-014,Wed,2,0.5
math,T251,B-CR-080,Wed,2,0.5
science,T074,B-LAB-03,Wed,3,0.5
math,T433,B-CR-034,Wed,3,0.5
islamic,T053,B-CR-008,Wed,5,0.5
english,T062,B-CR-007,Wed,7,0.5
english,T450,B-CR-044,Wed,7,0.5
art,T022,B-CR-045,Wed,7,0.5
math,T433,B-CR-024,Wed,8,0.5
math,T094,B-CR-009,Thu,1,0.5
science,T074,B-LAB-03,Thu,2,0.5
english,T062,B-CR-011,Thu,2,0.5
english,T450,B-CR-061,Thu,2,0.5
math,T433,B-CR-033,Thu,3,0.5
islamic,T053,B-CR-006,Thu,5,0.5
islamic,T404,B-CR-054,Thu,5,0.5
history,T263,B-CR-055,Thu,5,0.5
geography,T266,B-CR-056,Thu,5,0.5
computer,T026,B-CR-057,Thu,5,0.5
social,T326,B-CR-058,Thu,5,0.5
english,T450,B-CR-039,Thu,7,0.5
