subject,teacher_id,room_id,day,slot,confidence
arabic,T410,A-CR-067,Sun,1,0.5
math,T444,A-CR-022,Sun,2,0.5
math,T253,A-CR-034,Sun,2,0.5
islamic,T182,A-CR-072,Sun,5,0.5
arabic,T143,A-CR-032,Sun,6,0.5
arabic,T143,A-CR-007,Sun,7,0.5
arabic,T135,A-CR-044,Sun,7,0.5
math,T213,A-CR-004,Sun,8,0.5
math,T444,A-CR-039,Mon,1,0.5
arabic,T410,A-CR-067,Mon,1,0.5
math,T444,A-CR-026,Mon,2,0.5
math,T253,A-CR-034,Mon,2,0.5
islamic,T182,A-CR-072,Mon,5,0.5
social,T152,A-CR-073,Mon,5,0.5
arabic,T143,A-CR-023,Mon,6,0.5
math,T209,A-CR-090,Mon,6,0.5
arabic,T143,A-CR-004,Mon,7,0.5
arabic,T078,A-CR-035,Mon,7,0.5
arabic,T135,A-CR-036,Mon,7,0.5
math,T444,A-CR-039,Tue,1,0.5
arabic,T410,A-CR-062,Tue,1,0.5
math,T444,A-CR-020,Tue,2,0.5
pe,T002,A-PG-02,Tue,4,0.5
islamic,T182,A-CR-051,Tue,5,0.5
history,T136,A-CR-052,Tue,5,0.5
geography,T138,A-CR-053,Tue,5,0.5
arabic,T143,A-CR-021,Tue,6,0.5
math,T209,A-CR-072,Tue,6,0.5
math,T213,A-CR-073,Tue,6,0.5
social,T360,A-CR-074,Tue,6,0.5
history,T338,A-CR-075,Tue,6,0.5
math,T444,A-CR-039,Wed,1,0.5
math,T444,A-CR-029,Wed,2,0.5
islamic,T182,A-CR-045,Wed,5,0.5
history,T136,A-CR-046,Wed,5,0.5
geography,T138,A-CR-047,Wed,5,0.5
math,T209,A-CR-061,Wed,6,0.5
math,T213,A-CR-062,Wed,6,0.5
arabic,T410,A-CR-063,Wed,6,0.5
geography,T339,A-CR-064,Wed,6,0.5
arabic,T135,A-CR-017,Wed,7,0.5
math,T444,A-CR-030,Thu,1,0.5
arabic,T410,A-CR-049,Thu,1,0.5
math,T444,A-CR-012,Thu,2,0.5
math,T209,A-CR-050,Thu,6,0.5
history,T331,A-CR-051,Thu,6,0.5
geography,T339,A-CR-052,Thu,6,0.5
arabic,T078,A-CR-018,Thu,7,0.5
