subject,teacher_id,room_id,day,slot,confidence
math,T379,A-CR-039,Sun,1,0.5
arabic,T313,A-CR-040,Sun,1,0.5
math,T311,A-CR-065,Sun,1,0.5
math,T379,A-CR-020,Sun,2,0.5
math,T311,A-CR-032,Sun,2,0.5
math,T379,A-CR-029,Sun,6,0.5
arabic,T313,A-CR-036,Mon,1,0.5
math,T379,A-CR-023,Mon,2,0.5
islamic,T318,A-CR-067,Mon,5,0.5
social,T114,A-CR-068,Mon,5,0.5
math,T379,A-CR-019,Mon,6,0.5
math,T107,A-CR-076,Mon,6,0.5
arabic,T208,A-CR-077,Mon,6,0.5
social,T327,A-CR-078,Mon,6,0.5
history,T263,A-CR-079,Mon,6,0.5
geography,T266,A-CR-080,Mon,6,0.5
arabic,T404,A-CR-031,Mon,7,0.5
arabic,T420,A-CR-032,Mon,7,0.5
math,T379,A-CR-035,Tue,1,0.5
arabic,T313,A-CR-036,Tue,1,0.5
math,T311,A-CR-060,Tue,1,0.5
math,T379,A-CR-019,Tue,2,0.5
math,T311,A-CR-028,Tue,2,0.5
islamic,T318,A-CR-044,Tue,5,0.5
arabic,T208,A-CR-060,Tue,6,0.5
history,T263,A-CR-061,Tue,6,0.5
geography,T266,A-CR-062,Tue,6,0.5
arabic,T420,A-CR-020,Tue,7,0.5
math,T311,A-CR-003,Tue,8,0.5
math,T379,A-CR-035,Wed,1,0.5
arabic,T313,A-CR-036,Wed,1,0.5
math,T311,A-CR-063,Wed,1,0.5
math,T311,A-CR-039,Wed,2,0.5
islamic,T318,A-CR-038,Wed,5,0.5
history,T111,A-CR-039,Wed,5,0.5
geography,T116,A-CR-040,Wed,5,0.5
arabic,T208,A-CR-055,Wed,6,0.5
arabic,T420,A-CR-014,Wed,7,0.5
arabic,T313,A-CR-028,Thu,1,0.5
arabic,T208,A-CR-047,Thu,1,0.5
math,T379,A-CR-010,Thu,2,0.5
pe,T004,A-PG-03,Thu,4,0.5
islamic,T318,A-CR-020,Thu,5,0.5
history,T111,A-CR-021,Thu,5,0.5
geography,T116,A-CR-022,Thu,5,0.5
islamic,T383,A-CR-090,Thu,5,0.5
math,T107,A-CR-046,Thu,6,0.5
arabic,T208,A-CR-047,Thu,6,0.5
arabic,T404,A-CR-015,Thu,7,0.5
