subject,teacher_id,room_id,day,slot,confidence
math,T274,B-CR-051,Sun,1,0.5
arabic,T310,B-CR-052,Sun,1,0.5
math,T274,B-CR-051,Sun,2,0.5
english,T350,B-CR-052,Sun,2,0.5
math,T274,B-CR-009,Sun,3,0.5
math,T496,B-CR-033,Sun,3,0.5
math,T412,B-CR-066,Sun,3,0.5
french,T011,B-CR-026,Sun,7,0.5
math,T496,B-CR-016,Sun,8,0.5
music,T037,B-CR-017,Sun,8,0.5
math,T423,B-CR-053,Sun,8,0.5
math,T274,B-CR-048,Mon,1,0.5
arabic,T310,B-CR-049,Mon,1,0.5
english,T350,B-CR-051,Mon,2,0.5
math,T496,B-CR-022,Mon,3,0.5
math,T412,B-CR-061,Mon,3,0.5
islamic,T335,B-CR-075,Mon,5,0.5
history,T254,B-CR-076,Mon,5,0.5
geography,T265,B-CR-077,Mon,5,0.5
computer,T025,B-CR-078,Mon,5,0.5
english,T350,B-CR-027,Mon,7,0.5
art,T029,B-CR-028,Mon,7,0.5
math,T496,B-CR-014,Mon,8,0.5
french,T011,B-CR-015,Mon,8,0.5
arabic,T310,B-CR-046,Tue,1,0.5
math,T274,B-CR-048,Tue,2,0.5
english,T350,B-CR-049,Tue,2,0.5
math,T496,B-CR-021,Tue,3,0.5
math,T412,B-CR-059,Tue,3,0.5
pe,T005,B-PG-01,Tue,4,0.5
islamic,T335,B-CR-039,Tue,5,0.5
history,T254,B-CR-040,Tue,5,0.5
geography,T265,B-CR-041,Tue,5,0.5
social,T264,B-CR-042,Tue,5,0.5
english,T350,B-CR-025,Tue,7,0.5
math,T496,B-CR-010,Tue,8,0.5
math,T412,B-CR-051,Tue,8,0.5
art,T023,B-CR-052,Tue,8,0.5
math,T274,B-CR-045,Wed,1,0.5
arabic,T310,B-CR-046,Wed,1,0.5
math,T274,B-CR-048,Wed,2,0.5
english,T350,B-CR-049,Wed,2,0.5
math,T496,B-CR-019,Wed,3,0.5
math,T412,B-CR-053,Wed,3,0.5
islamic,T335,B-CR-029,Wed,5,0.5
english,T350,B-CR-023,Wed,7,0.5
art,T029,B-CR-005,Wed,8,0.5
math,T412,B-CR-043,Wed,8,0.5
math,T274,B-CR-031,Thu,1,0.5
math,T274,B-CR-038,Thu,2,0.5
english,T350,B-CR-039,Thu,2,0.5
math,T496,B-CR-018,Thu,3,0.5
math,T412,B-CR-046,Thu,3,0.5
islamic,T335,B-CR-019,Thu,5,0.5
music,T037,B-CR-014,Thu,6,0.5
math,T496,B-CR-062,Thu,6,0.5
arabic,T233,B-CR-063,Thu,6,0.5
arabic,T241,B-CR-064,Thu,6,0.5
arabic,T248,B-CR-065,Thu,6,0.5
arabic,T256,B-CR-066,Thu,6,0.5
islamic,T269,B-CR-067,Thu,6,0.5
islamic,T273,B-CR-068,Thu,6,0.5
islamic,T282,B-CR-069,Thu,6,0.5
islamic,T291,B-CR-070,Thu,6,0.5
history,T156,B-CR-071,Thu,6,0.5
history,T163,B-CR-072,Thu,6,0.5
geography,T169,B-CR-073,Thu,6,0.5
geography,T170,B-CR-074,Thu,6,0.5
computer,T025,B-CR-075,Thu,6,0.5
social,T489,B-CR-076,Thu,6,0.5
english,T350,B-CR-016,Thu,7,0.5
math,T412,B-CR-041,Thu,8,0.5
