subject,teacher_id,room_id,day,slot,confidence
islamic,T414,A-CR-075,Sun,1,0.5
social,T043,A-CR-076,Sun,1,0.5
arabic,T159,A-CR-039,Sun,2,0.5
islamic,T414,A-CR-040,Sun,2,0.5
english,T247,A-CR-007,Sun,3,0.5
english,T398,A-CR-008,Sun,3,0.5
islamic,T273,A-CR-025,Sun,4,0.5
social,T405,A-CR-026,Sun,4,0.5
islamic,T273,A-CR-008,Sun,8,0.5
islamic,T470,A-CR-048,Sun,8,0.5
islamic,T414,A-CR-076,Mon,1,0.5
arabic,T159,A-CR-039,Mon,2,0.5
english,T247,A-CR-007,Mon,3,0.5
english,T398,A-CR-008,Mon,3,0.5
islamic,T273,A-CR-019,Mon,4,0.5
arabic,T470,A-CR-048,Mon,7,0.5
islamic,T470,A-CR-033,Mon,8,0.5
islamic,T414,A-CR-068,Tue,1,0.5
arabic,T159,A-CR-035,Tue,2,0.5
english,T247,A-CR-008,Tue,3,0.5
english,T398,A-CR-009,Tue,3,0.5
islamic,T273,A-CR-018,Tue,4,0.5
islamic,T470,A-CR-081,Tue,4,0.5
islamic,T046,A-CR-082,Tue,4,0.5
social,T324,A-CR-083,Tue,4,0.5
arabic,T310,A-CR-032,Tue,7,0.5
arabic,T470,A-CR-033,Tue,7,0.5
islamic,T414,A-CR-071,Wed,1,0.5
arabic,T159,A-CR-045,Wed,2,0.5
english,T247,A-CR-006,Wed,3,0.5
islamic,T273,A-CR-012,Wed,4,0.5
arabic,T310,A-CR-028,Wed,7,0.5
islamic,T414,A-CR-060,Thu,1,0.5
arabic,T159,A-CR-032,Thu,2,0.5
english,T247,A-CR-006,Thu,3,0.5
english,T398,A-CR-007,Thu,3,0.5
islamic,T273,A-CR-007,Thu,4,0.5
islamic,T470,A-CR-060,Thu,4,0.5
islamic,T046,A-CR-061,Thu,4,0.5
arabic,T310,A-CR-030,Thu,7,0.5
