subject,teacher_id,room_id,day,slot,confidence
arabic,T384,A-CR-005,Sun,1,0.5
science,T218,A-LAB-02,Sun,1,0.5
science,T218,A-LAB-02,Sun,3,0.5
islamic,T387,A-CR-009,Sun,5,0.5
islamic,T042,A-CR-083,Sun,5,0.5
social,T277,A-CR-084,Sun,5,0.5
history,T499,A-CR-085,Sun,5,0.5
geography,T497,A-CR-086,Sun,5,0.5
math,T368,A-CR-006,Sun,6,0.5
math,T306,A-CR-043,Sun,6,0.5
math,T346,A-CR-044,Sun,6,0.5
arabic,T056,A-CR-009,Sun,7,0.5
arabic,T354,A-CR-020,Sun,7,0.5
math,T368,A-CR-001,Sun,8,0.5
arabic,T056,A-CR-044,Mon,1,0.5
science,T218,A-LAB-02,Mon,3,0.5
islamic,T042,A-CR-083,Mon,5,0.5
history,T499,A-CR-084,Mon,5,0.5
geography,T497,A-CR-085,Mon,5,0.5
math,T368,A-CR-005,Mon,6,0.5
arabic,T384,A-CR-006,Mon,6,0.5
math,T346,A-CR-031,Mon,6,0.5
arabic,T056,A-CR-005,Mon,7,0.5
arabic,T354,A-CR-012,Mon,7,0.5
math,T368,A-CR-001,Mon,8,0.5
arabic,T384,A-CR-003,Tue,1,0.5
arabic,T056,A-CR-043,Tue,1,0.5
math,T368,A-CR-002,Tue,3,0.5
science,T218,A-LAB-02,Tue,3,0.5
pe,T015,A-PG-01,Tue,3,0.5
islamic,T387,A-CR-007,Tue,5,0.5
history,T214,A-CR-008,Tue,5,0.5
islamic,T042,A-CR-061,Tue,5,0.5
math,T368,A-CR-005,Tue,6,0.5
math,T306,A-CR-029,Tue,6,0.5
math,T346,A-CR-030,Tue,6,0.5
arabic,T354,A-CR-084,Tue,6,0.5
social,T449,A-CR-085,Tue,6,0.5
history,T254,A-CR-086,Tue,6,0.5
arabic,T384,A-CR-005,Wed,1,0.5
arabic,T056,A-CR-044,Wed,1,0.5
science,T218,A-LAB-02,Wed,2,0.5
library,T001,A-LIB-01,Wed,2,0.5
math,T368,A-CR-002,Wed,3,0.5
science,T218,A-LAB-02,Wed,3,0.5
islamic,T387,A-CR-008,Wed,5,0.5
social,T051,A-CR-009,Wed,5,0.5
history,T214,A-CR-010,Wed,5,0.5
geography,T206,A-CR-011,Wed,5,0.5
islamic,T042,A-CR-053,Wed,5,0.5
math,T368,A-CR-003,Wed,6,0.5
math,T306,A-CR-025,Wed,6,0.5
math,T346,A-CR-026,Wed,6,0.5
arabic,T354,A-CR-077,Wed,6,0.5
history,T254,A-CR-078,Wed,6,0.5
geography,T265,A-CR-079,Wed,6,0.5
arabic,T384,A-CR-006,Thu,1,0.5
science,T218,A-LAB-01,Thu,2,0.5
math,T306,A-CR-013,Thu,2,0.5
math,T368,A-CR-002,Thu,3,0.5
islamic,T387,A-CR-003,Thu,5,0.5
computer,T027,A-CR-004,Thu,5,0.5
geography,T206,A-CR-005,Thu,5,0.5
math,T346,A-CR-019,Thu,6,0.5
arabic,T354,A-CR-063,Thu,6,0.5
geography,T265,A-CR-064,Thu,6,0.5
