subject,teacher_id,room_id,day,slot,confidence
math,T408,A-CR-042,Sun,1,0.5
math,T408,A-CR-021,Sun,2,0.5
islamic,T135,A-CR-071,Sun,5,0.5
arabic,T078,A-CR-031,Sun,6,0.5
arabic,T078,A-CR-006,Sun,7,0.5
arabic,T063,A-CR-043,Sun,7,0.5
math,T184,A-CR-003,Sun,8,0.5
math,T408,A-CR-038,Mon,1,0.5
math,T408,A-CR-025,Mon,2,0.5
pe,T018,A-PG-03,Mon,4,0.5
islamic,T135,A-CR-070,Mon,5,0.5
social,T128,A-CR-071,Mon,5,0.5
arabic,T078,A-CR-022,Mon,6,0.5
math,T184,A-CR-085,Mon,6,0.5
math,T204,A-CR-086,Mon,6,0.5
arabic,T394,A-CR-087,Mon,6,0.5
history,T312,A-CR-088,Mon,6,0.5
geography,T325,A-CR-089,Mon,6,0.5
arabic,T063,A-CR-034,Mon,7,0.5
math,T184,A-CR-004,Mon,8,0.5
math,T408,A-CR-038,Tue,1,0.5
islamic,T135,A-CR-048,Tue,5,0.5
history,T123,A-CR-049,Tue,5,0.5
geography,T130,A-CR-050,Tue,5,0.5
math,T184,A-CR-067,Tue,6,0.5
math,T204,A-CR-068,Tue,6,0.5
arabic,T394,A-CR-069,Tue,6,0.5
social,T334,A-CR-070,Tue,6,0.5
geography,T325,A-CR-071,Tue,6,0.5
arabic,T063,A-CR-022,Tue,7,0.5
math,T184,A-CR-004,Tue,8,0.5
math,T408,A-CR-038,Wed,1,0.5
math,T408,A-CR-028,Wed,2,0.5
history,T123,A-CR-044,Wed,5,0.5
arabic,T078,A-CR-018,Wed,6,0.5
math,T204,A-CR-058,Wed,6,0.5
arabic,T394,A-CR-059,Wed,6,0.5
history,T298,A-CR-060,Wed,6,0.5
arabic,T063,A-CR-016,Wed,7,0.5
math,T408,A-CR-029,Thu,1,0.5
arabic,T394,A-CR-048,Thu,1,0.5
math,T408,A-CR-011,Thu,2,0.5
math,T184,A-CR-022,Thu,2,0.5
islamic,T121,A-CR-024,Thu,5,0.5
geography,T130,A-CR-025,Thu,5,0.5
arabic,T078,A-CR-015,Thu,6,0.5
arabic,T394,A-CR-049,Thu,6,0.5
arabic,T063,A-CR-017,Thu,7,0.5
