subject,teacher_id,room_id,day,slot,confidence
islamic,T143,A-CR-004,Sun,4,0.5
islamic,T383,A-CR-085,Sun,4,0.5
social,T128,A-CR-086,Sun,4,0.5
social,T092,A-CR-087,Sun,7,0.5
arabic,T098,A-CR-069,Mon,3,0.5
islamic,T143,A-CR-070,Mon,3,0.5
islamic,T143,A-CR-002,Mon,4,0.5
islamic,T383,A-CR-047,Mon,4,0.5
arabic,T098,A-CR-038,Mon,7,0.5
islamic,T383,A-CR-024,Mon,8,0.5
arabic,T098,A-CR-062,Tue,3,0.5
islamic,T143,A-CR-002,Tue,4,0.5
islamic,T383,A-CR-050,Tue,4,0.5
islamic,T383,A-CR-021,Tue,8,0.5
arabic,T098,A-CR-054,Wed,3,0.5
islamic,T143,A-CR-002,Wed,4,0.5
arabic,T098,A-CR-020,Wed,7,0.5
social,T225,A-CR-081,Thu,1,0.5
islamic,T143,A-CR-047,Thu,3,0.5
islamic,T383,A-CR-038,Thu,4,0.5
