subject,teacher_id,room_id,day,slot,confidence
islamic,T414,A-CR-065,Sun,7,0.5
islamic,T075,A-CR-078,Mon,3,0.5
islamic,T075,A-CR-005,Mon,4,0.5
islamic,T416,A-CR-056,Mon,4,0.5
social,T280,A-CR-057,Mon,4,0.5
islamic,T414,A-CR-071,Mon,7,0.5
social,T245,A-CR-082,Mon,7,0.5
arabic,T488,A-CR-071,Tue,3,0.5
islamic,T075,A-CR-072,Tue,3,0.5
islamic,T414,A-CR-061,Tue,7,0.5
arabic,T488,A-CR-058,Wed,3,0.5
islamic,T075,A-CR-059,Wed,3,0.5
islamic,T414,A-CR-047,Wed,4,0.5
social,T316,A-CR-084,Thu,1,0.5
arabic,T488,A-CR-088,Thu,2,0.5
arabic,T046,A-CR-089,Thu,2,0.5
islamic,T075,A-CR-090,Thu,2,0.5
arabic,T488,A-CR-052,Thu,3,0.5
islamic,T075,A-CR-053,Thu,3,0.5
islamic,T414,A-CR-042,Thu,4,0.5
