subject,teacher_id,room_id,day,slot,confidence
math,T194,A-CR-002,Sun,1,0.5
arabic,T344,A-CR-003,Sun,1,0.5
arabic,T198,A-CR-045,Sun,1,0.5
islamic,T349,A-CR-005,Sun,5,0.5
social,T484,A-CR-006,Sun,5,0.5
islamic,T291,A-CR-076,Sun,5,0.5
social,T264,A-CR-077,Sun,5,0.5
geography,T455,A-CR-078,Sun,5,0.5
math,T194,A-CR-002,Sun,6,0.5
geography,T191,A-CR-003,Sun,6,0.5
math,T080,A-CR-038,Sun,6,0.5
math,T101,A-CR-039,Sun,6,0.5
arabic,T344,A-CR-002,Mon,1,0.5
science,T399,A-LAB-02,Mon,1,0.5
arabic,T198,A-CR-042,Mon,1,0.5
math,T194,A-CR-002,Mon,2,0.5
science,T399,A-LAB-02,Mon,2,0.5
library,T001,A-LIB-01,Mon,2,0.5
pe,T003,A-PG-02,Mon,3,0.5
islamic,T349,A-CR-002,Mon,5,0.5
islamic,T291,A-CR-078,Mon,5,0.5
history,T442,A-CR-079,Mon,5,0.5
geography,T455,A-CR-080,Mon,5,0.5
math,T194,A-CR-002,Mon,6,0.5
geography,T191,A-CR-003,Mon,6,0.5
math,T080,A-CR-027,Mon,6,0.5
math,T101,A-CR-028,Mon,6,0.5
arabic,T344,A-CR-010,Mon,7,0.5
science,T399,A-LAB-02,Tue,1,0.5
arabic,T198,A-CR-042,Tue,1,0.5
math,T194,A-CR-002,Tue,2,0.5
science,T399,A-LAB-02,Tue,2,0.5
islamic,T349,A-CR-003,Tue,5,0.5
history,T187,A-CR-004,Tue,5,0.5
history,T442,A-CR-060,Tue,5,0.5
arabic,T344,A-CR-002,Tue,6,0.5
art,T023,A-CR-003,Tue,6,0.5
math,T055,A-CR-024,Tue,6,0.5
math,T080,A-CR-025,Tue,6,0.5
math,T101,A-CR-026,Tue,6,0.5
geography,T222,A-CR-080,Tue,6,0.5
arabic,T344,A-CR-005,Tue,7,0.5
math,T194,A-CR-002,Wed,1,0.5
arabic,T344,A-CR-003,Wed,1,0.5
science,T399,A-LAB-02,Wed,1,0.5
arabic,T198,A-CR-042,Wed,1,0.5
math,T194,A-CR-002,Wed,2,0.5
science,T399,A-LAB-01,Wed,2,0.5
islamic,T349,A-CR-003,Wed,5,0.5
computer,T027,A-CR-004,Wed,5,0.5
history,T187,A-CR-005,Wed,5,0.5
islamic,T241,A-CR-051,Wed,5,0.5
math,T055,A-CR-021,Wed,6,0.5
math,T080,A-CR-022,Wed,6,0.5
arabic,T344,A-CR-072,Wed,6,0.5
history,T221,A-CR-073,Wed,6,0.5
geography,T222,A-CR-074,Wed,6,0.5
arabic,T344,A-CR-001,Wed,7,0.5
math,T194,A-CR-003,Thu,1,0.5
arabic,T344,A-CR-004,Thu,1,0.5
science,T399,A-LAB-02,Thu,1,0.5
arabic,T198,A-CR-033,Thu,1,0.5
math,T194,A-CR-001,Thu,2,0.5
islamic,T269,A-CR-027,Thu,5,0.5
arabic,T344,A-CR-058,Thu,6,0.5
social,T370,A-CR-059,Thu,6,0.5
history,T221,A-CR-060,Thu,6,0.5
