subject,teacher_id,room_id,day,slot,confidence
math,T235,B-CR-032,Sun,1,0.5
arabic,T256,B-CR-033,Sun,1,0.5
math,T235,B-CR-029,Sun,2,0.5
english,T230,B-CR-030,Sun,2,0.5
math,T467,B-CR-023,Sun,3,0.5
math,T355,B-CR-060,Sun,3,0.5
pe,T013,B-PG-01,Sun,4,0.5
islamic,T269,B-CR-058,Sun,5,0.5
history,T195,B-CR-059,Sun,5,0.5
geography,T206,B-CR-060,Sun,5,0.5
social,T229,B-CR-061,Sun,5,0.5
math,T467,B-CR-007,Sun,8,0.5
french,T009,B-CR-008,Sun,8,0.5
math,T346,B-CR-042,Sun,8,0.5
math,T235,B-CR-029,Mon,1,0.5
arabic,T256,B-CR-030,Mon,1,0.5
math,T235,B-CR-033,Mon,2,0.5
english,T230,B-CR-034,Mon,2,0.5
english,T247,B-CR-035,Mon,2,0.5
math,T467,B-CR-014,Mon,3,0.5
library,T005,B-LIB-01,Mon,4,0.5
islamic,T269,B-CR-043,Mon,5,0.5
history,T195,B-CR-044,Mon,5,0.5
geography,T206,B-CR-045,Mon,5,0.5
math,T467,B-CR-062,Mon,6,0.5
arabic,T046,B-CR-063,Mon,6,0.5
islamic,T050,B-CR-064,Mon,6,0.5
history,T087,B-CR-065,Mon,6,0.5
geography,T093,B-CR-066,Mon,6,0.5
computer,T023,B-CR-067,Mon,6,0.5
social,T359,B-CR-068,Mon,6,0.5
english,T230,B-CR-016,Mon,7,0.5
math,T467,B-CR-006,Mon,8,0.5
art,T027,B-CR-007,Mon,8,0.5
math,T346,B-CR-042,Mon,8,0.5
math,T235,B-CR-028,Tue,1,0.5
arabic,T256,B-CR-029,Tue,1,0.5
math,T235,B-CR-030,Tue,2,0.5
english,T230,B-CR-031,Tue,2,0.5
math,T467,B-CR-011,Tue,3,0.5
math,T346,B-CR-049,Tue,3,0.5
islamic,T269,B-CR-023,Tue,5,0.5
arabic,T046,B-CR-042,Tue,6,0.5
islamic,T050,B-CR-043,Tue,6,0.5
history,T087,B-CR-044,Tue,6,0.5
geography,T093,B-CR-045,Tue,6,0.5
english,T230,B-CR-016,Tue,7,0.5
music,T035,B-CR-003,Tue,8,0.5
math,T346,B-CR-041,Tue,8,0.5
math,T235,B-CR-029,Wed,1,0.5
arabic,T256,B-CR-030,Wed,1,0.5
english,T230,B-CR-031,Wed,2,0.5
math,T467,B-CR-010,Wed,3,0.5
math,T346,B-CR-041,Wed,3,0.5
chinese,T031,B-CR-004,Wed,4,0.5
islamic,T269,B-CR-016,Wed,5,0.5
french,T009,B-CR-008,Wed,6,0.5
music,T035,B-CR-009,Wed,6,0.5
arabic,T046,B-CR-025,Wed,6,0.5
islamic,T050,B-CR-026,Wed,6,0.5
math,T346,B-CR-033,Wed,8,0.5
art,T027,B-CR-034,Wed,8,0.5
math,T235,B-CR-021,Thu,1,0.5
math,T467,B-CR-067,Thu,1,0.5
arabic,T046,B-CR-068,Thu,1,0.5
math,T235,B-CR-025,Thu,2,0.5
english,T230,B-CR-026,Thu,2,0.5
math,T467,B-CR-009,Thu,3,0.5
math,T346,B-CR-037,Thu,3,0.5
computer,T023,B-CR-001,Thu,4,0.5
art,T027,B-CR-005,Thu,6,0.5
islamic,T050,B-CR-021,Thu,6,0.5
english,T230,B-CR-007,Thu,7,0.5
math,T346,B-CR-031,Thu,8,0.5
