subject,teacher_id,room_id,day,slot,confidence
arabic,T159,B-CR-025,Sun,1,0.5
math,T132,B-CR-022,Sun,2,0.5
english,T148,B-CR-023,Sun,2,0.5
math,T132,B-CR-005,Sun,3,0.5
math,T423,B-CR-019,Sun,3,0.5
math,T235,B-CR-055,Sun,3,0.5
math,T236,B-CR-056,Sun,3,0.5
history,T163,B-CR-044,Sun,5,0.5
geography,T169,B-CR-045,Sun,5,0.5
social,T133,B-CR-046,Sun,5,0.5
islamic,T172,B-CR-020,Sun,6,0.5
math,T423,B-CR-065,Sun,6,0.5
islamic,T466,B-CR-066,Sun,6,0.5
history,T455,B-CR-067,Sun,6,0.5
geography,T481,B-CR-068,Sun,6,0.5
computer,T021,B-CR-069,Sun,6,0.5
social,T321,B-CR-070,Sun,6,0.5
english,T148,B-CR-011,Sun,7,0.5
science,T131,B-LAB-04,Sun,8,0.5
math,T235,B-CR-037,Sun,8,0.5
math,T132,B-CR-023,Mon,1,0.5
arabic,T159,B-CR-024,Mon,1,0.5
math,T132,B-CR-025,Mon,2,0.5
english,T148,B-CR-026,Mon,2,0.5
math,T423,B-CR-011,Mon,3,0.5
math,T235,B-CR-048,Mon,3,0.5
math,T236,B-CR-049,Mon,3,0.5
history,T163,B-CR-033,Mon,5,0.5
chinese,T031,B-CR-034,Mon,5,0.5
math,T423,B-CR-043,Mon,6,0.5
arabic,T464,B-CR-044,Mon,6,0.5
islamic,T466,B-CR-045,Mon,6,0.5
english,T148,B-CR-012,Mon,7,0.5
french,T007,B-CR-003,Mon,8,0.5
math,T235,B-CR-038,Mon,8,0.5
math,T132,B-CR-021,Tue,1,0.5
arabic,T159,B-CR-022,Tue,1,0.5
math,T132,B-CR-022,Tue,2,0.5
english,T148,B-CR-023,Tue,2,0.5
library,T003,B-LIB-01,Tue,2,0.5
pe,T017,B-PG-04,Tue,3,0.5
computer,T021,B-CR-005,Tue,4,0.5
islamic,T172,B-CR-017,Tue,5,0.5
geography,T169,B-CR-018,Tue,5,0.5
science,T131,B-LAB-03,Tue,6,0.5
art,T019,B-CR-007,Tue,6,0.5
math,T423,B-CR-027,Tue,6,0.5
islamic,T466,B-CR-028,Tue,6,0.5
english,T148,B-CR-013,Tue,7,0.5
science,T131,B-LAB-02,Tue,8,0.5
math,T235,B-CR-036,Tue,8,0.5
art,T021,B-CR-037,Tue,8,0.5
arabic,T159,B-CR-022,Wed,1,0.5
math,T132,B-CR-023,Wed,2,0.5
english,T148,B-CR-024,Wed,2,0.5
math,T423,B-CR-006,Wed,3,0.5
islamic,T172,B-CR-012,Wed,5,0.5
science,T131,B-LAB-04,Wed,6,0.5
music,T033,B-CR-004,Wed,6,0.5
math,T423,B-CR-020,Wed,6,0.5
arabic,T464,B-CR-021,Wed,6,0.5
english,T148,B-CR-012,Wed,7,0.5
art,T019,B-CR-056,Wed,7,0.5
science,T131,B-LAB-02,Wed,8,0.5
math,T132,B-CR-017,Thu,1,0.5
arabic,T464,B-CR-061,Thu,1,0.5
math,T132,B-CR-017,Thu,2,0.5
english,T148,B-CR-018,Thu,2,0.5
math,T423,B-CR-071,Thu,2,0.5
math,T423,B-CR-006,Thu,3,0.5
math,T235,B-CR-035,Thu,3,0.5
computer,T029,B-CR-010,Thu,4,0.5
islamic,T172,B-CR-009,Thu,5,0.5
islamic,T466,B-CR-074,Thu,5,0.5
history,T455,B-CR-075,Thu,5,0.5
geography,T481,B-CR-076,Thu,5,0.5
science,T131,B-LAB-03,Thu,6,0.5
french,T007,B-CR-003,Thu,6,0.5
arabic,T464,B-CR-018,Thu,6,0.5
music,T033,B-CR-050,Thu,7,0.5
science,T131,B-LAB-01,Thu,8,0.5
math,T235,B-CR-029,Thu,8,0.5
