subject,teacher_id,room_id,day,slot,confidence
arabic,T464,A-CR-073,Sun,2,0.5
islamic,T486,A-CR-074,Sun,2,0.5
islamic,T486,A-CR-059,Sun,3,0.5
islamic,T335,A-CR-060,Sun,4,0.5
social,T207,A-CR-061,Sun,4,0.5
social,T064,A-CR-075,Sun,7,0.5
islamic,T335,A-CR-025,Sun,8,0.5
arabic,T464,A-CR-068,Mon,2,0.5
islamic,T486,A-CR-069,Mon,2,0.5
islamic,T486,A-CR-051,Mon,3,0.5
islamic,T335,A-CR-037,Mon,4,0.5
arabic,T464,A-CR-088,Tue,1,0.5
social,T245,A-CR-089,Tue,1,0.5
islamic,T335,A-CR-040,Tue,4,0.5
arabic,T354,A-CR-057,Tue,7,0.5
arabic,T464,A-CR-084,Wed,1,0.5
arabic,T464,A-CR-073,Wed,2,0.5
islamic,T486,A-CR-074,Wed,2,0.5
islamic,T335,A-CR-029,Wed,4,0.5
arabic,T354,A-CR-057,Wed,7,0.5
arabic,T382,A-CR-058,Wed,7,0.5
arabic,T387,A-CR-059,Wed,7,0.5
islamic,T486,A-CR-055,Thu,2,0.5
islamic,T335,A-CR-025,Thu,4,0.5
arabic,T382,A-CR-062,Thu,7,0.5
