subject,teacher_id,room_id,day,slot,confidence
arabic,T040,A-CR-085,Sun,2,0.5
islamic,T065,A-CR-086,Sun,2,0.5
english,T450,A-CR-071,Sun,3,0.5
islamic,T065,A-CR-072,Sun,3,0.5
islamic,T376,A-CR-071,Sun,4,0.5
social,T491,A-CR-072,Sun,4,0.5
social,T439,A-CR-081,Sun,7,0.5
islamic,T376,A-CR-032,Sun,8,0.5
arabic,T040,A-CR-081,Mon,2,0.5
english,T450,A-CR-057,Mon,3,0.5
islamic,T065,A-CR-058,Mon,3,0.5
islamic,T376,A-CR-044,Mon,4,0.5
islamic,T337,A-CR-078,Mon,7,0.5
islamic,T375,A-CR-050,Mon,8,0.5
islamic,T376,A-CR-051,Mon,8,0.5
islamic,T452,A-CR-052,Mon,8,0.5
arabic,T040,A-CR-078,Tue,2,0.5
islamic,T065,A-CR-079,Tue,2,0.5
english,T450,A-CR-053,Tue,3,0.5
english,T322,A-CR-054,Tue,3,0.5
english,T388,A-CR-055,Tue,3,0.5
islamic,T376,A-CR-044,Tue,4,0.5
islamic,T420,A-CR-044,Tue,8,0.5
social,T112,A-CR-089,Wed,1,0.5
arabic,T040,A-CR-085,Wed,2,0.5
islamic,T065,A-CR-086,Wed,2,0.5
english,T450,A-CR-045,Wed,3,0.5
english,T322,A-CR-046,Wed,3,0.5
english,T388,A-CR-047,Wed,3,0.5
islamic,T376,A-CR-036,Wed,4,0.5
islamic,T319,A-CR-008,Wed,8,0.5
arabic,T040,A-CR-066,Thu,2,0.5
islamic,T065,A-CR-067,Thu,2,0.5
english,T450,A-CR-041,Thu,3,0.5
islamic,T376,A-CR-032,Thu,4,0.5
